state,overall_homeless,unsheltered,chronic_ind,ppl_in_families,individuals,shelt_es,shelt_th,year,population,cb_share,severe_share,renter_hh_total,unsheltered_share,chronic_share,family_share,es_share,th_share,homeless_per_10k
LA,2941.0,974.0,431.0,525.0,2416.0,1300.0,629.0,2019,4648794.0,0.5210364779874214,0.2865267924528302,583424.0,0.33117987079224753,0.14654879292757567,0.17851071064263857,0.44202652159129546,0.2138728323699422,6.3263719579744775
LA,3173.0,1153.0,405.0,582.0,2591.0,1355.0,591.0,2020,4664616.0,,,,0.3633785061456035,0.12763945792625275,0.18342262842735582,0.4270406555310432,0.186259060825717,6.802274828195933
LA,2131.0,518.0,210.0,463.0,1668.0,1224.0,358.0,2021,4624047.0,0.5566312515786815,0.3024181453649912,583014.0,0.24307836696386673,0.0985452839042703,0.21726888784608164,0.5743782261848898,0.16799624589394652,4.608517171213874
LA,7373.0,1235.0,397.0,4314.0,3059.0,5718.0,381.0,2022,4590241.0,0.557912601594187,0.30002192398640715,587890.0,0.16750305167503052,0.053845110538451105,0.5851078258510782,0.7755323477553234,0.051675030516750306,16.06233746768416
LA,3169.0,1399.0,416.0,582.0,2587.0,1378.0,355.0,2023,4573749.0,0.5623979978291596,0.3124819421994206,585692.0,0.4414641842852635,0.13127169454086463,0.18365414957399812,0.43483748816661405,0.11202272010097823,6.928670550132944
LA,3469.0,1558.0,446.0,608.0,2861.0,1513.0,351.0,2024,4597740.0,0.5414101194522677,0.284086627172963,590367.0,0.44912078408763334,0.12856731046411068,0.17526664744883252,0.4361487460363217,0.10118189680023061,7.545011244654982
MA,15127.0,1414.0,2790.0,6835.0,8292.0,7311.0,6402.0,2007,6449755.0,0.4982335250304075,0.25088015355503085,854974.0,0.0934752429430819,0.18443842136576982,0.45184107886560454,0.4833079923315925,0.4232167647253256,23.45360405162677
MA,14506.0,1069.0,2352.0,7379.0,7127.0,8471.0,4966.0,2008,6497967.0,0.4915508602475098,0.24624811349230305,874999.0,0.07369364400937543,0.1621398042189439,0.5086860609403006,0.5839652557562388,0.3423411002343858,22.323905307613906
MA,15482.0,1006.0,1937.0,8425.0,7057.0,9359.0,5117.0,2009,6593587.0,0.487456168825378,0.24820483917570638,886071.0,0.06497868492442836,0.12511303449166775,0.5441803384575636,0.6045084614390905,0.3305128536364811,23.48039087070513
MA,16646.0,1051.0,2007.0,10243.0,6403.0,11451.0,4109.0,2010,6557254.0,0.5081081382821353,0.26069409013012096,952037.0,0.06313829148143699,0.12056950618767272,0.6153430253514358,0.6879130121350474,0.24684608915054668,25.385626361278668
MA,16664.0,703.0,1666.0,10320.0,6344.0,11589.0,4333.0,2011,6587536.0,0.5172860408771547,0.26438868349636135,958788.0,0.0421867498799808,0.0999759961593855,0.6192990878540566,0.6954512722035525,0.26002160345655306,25.296256445505573
MA,17501.0,722.0,1500.0,11212.0,6289.0,12652.0,4074.0,2012,6646144.0,0.4941784692651794,0.258850423762183,952339.0,0.04125478544083195,0.08570938803496943,0.6406491057653848,0.7229301182789555,0.23278669790297699,26.332562159351347
MA,19029.0,850.0,1577.0,12335.0,6694.0,13962.0,4158.0,2013,6692824.0,0.5015756177482085,0.25624457569782766,975512.0,0.044668663618687265,0.08287350885490567,0.648221136160597,0.7337222134636607,0.21850859214882548,28.431944422862458
MA,21237.0,759.0,1590.0,14449.0,6788.0,16835.0,3576.0,2014,6745408.0,0.504930721607194,0.24650801275996265,979004.0,0.03573951123039978,0.07486933182652918,0.6803691670198239,0.7927202523896972,0.16838536516457125,31.48364042619809
MA,21135.0,593.0,1411.0,14757.0,6378.0,17444.0,3052.0,2015,6794422.0,0.5126421982233174,0.2547850701244809,979998.0,0.02805772415424651,0.06676129642772652,0.6982256919801277,0.8253607759640407,0.14440501537733616,31.106398748856048
MA,19608.0,760.0,1272.0,13174.0,6434.0,15714.0,3093.0,2016,6811779.0,0.49616609305027953,0.24491995157170168,980468.0,0.03875968992248062,0.06487148102815178,0.6718686250509996,0.8014075887392901,0.15774173806609548,28.78543182331664
MA,17565.0,991.0,1238.0,11298.0,6267.0,14301.0,2196.0,2017,6859819.0,0.49152449334778475,0.2469203703843227,981439.0,0.05641901508682038,0.07048107031027612,0.6432109308283518,0.8141759180187874,0.12502134927412467,25.60563186871257
MA,20068.0,985.0,1373.0,13257.0,6811.0,16855.0,2148.0,2018,6902149.0,0.4976736504790851,0.24640461225920032,1003582.0,0.04908311740083715,0.06841738090492326,0.6606039465816225,0.8398943591787921,0.10703607733705402,29.075002582529006
MA,18471.0,829.0,1392.0,12212.0,6259.0,15631.0,1942.0,2019,6892503.0,0.4884062913816661,0.24160998233680492,1002933.0,0.04488116506956851,0.07536137729413675,0.6611444967787342,0.8462454658654106,0.10513778355259597,26.798682568582123
MA,17975.0,1294.0,1459.0,11742.0,6233.0,14823.0,1798.0,2020,6873003.0,,,,0.07198887343532684,0.0811682892906815,0.653240611961057,0.8246453407510431,0.10002781641168289,26.153051293590295
MA,15079.0,1135.0,1402.0,9691.0,5372.0,12544.0,1300.0,2021,6984723.0,0.5161074408083056,0.26200384240090446,1016582.0,0.07527024338483984,0.0929769878639167,0.6426818754559321,0.8318854035413489,0.08621261356853903,21.588544026728048
MA,15507.0,1135.0,1558.0,9976.0,5531.0,12924.0,1345.0,2022,6981974.0,0.5341218442702584,0.27284254553685716,1056221.0,0.0731927516605404,0.10047075514283872,0.6433223705423358,0.8334300638421358,0.08673502289288708,22.210051197555305
MA,19141.0,1362.0,2025.0,12882.0,6259.0,16383.0,1325.0,2023,7001399.0,0.5301038297599975,0.27537988570925664,1056510.0,0.07115615694059871,0.105793845671595,0.6730055900945614,0.8559113943890079,0.06922313358758686,27.3388218554606
MA,29360.0,1635.0,1984.0,22394.0,6966.0,26309.0,1335.0,2024,7136171.0,0.5237548671473037,0.2599245965797455,1064480.0,0.05568801089918256,0.06757493188010899,0.7627384196185286,0.89608310626703,0.0454700272479564,41.14251185965134
MD,9628.0,3210.0,1550.0,4576.0,5052.0,3564.0,2854.0,2007,5618344.0,0.4914126860358681,0.23179306370139335,626355.0,0.33340257582052346,0.1609887827170752,0.47528043207312004,0.37017033651848774,0.2964270876609888,17.136722137341536
MD,9219.0,3165.0,1489.0,4413.0,4806.0,3187.0,2867.0,2008,5633597.0,0.49338045828355925,0.2306440519559158,638959.0,0.3433127237227465,0.16151426401995878,0.47868532378782946,0.3456990996854323,0.31098817659182126,16.364322829623774
MD,11698.0,4252.0,2062.0,5057.0,6641.0,4205.0,3241.0,2009,5699478.0,0.5196982706736749,0.24773582634514305,658760.0,0.3634809369122927,0.17626944776884937,0.43229611899469994,0.35946315609505897,0.2770559069926483,20.524686646742037
MD,10845.0,4330.0,2179.0,4846.0,5999.0,3511.0,2947.0,2010,5785982.0,0.5160585982063932,0.24514237792669935,701172.0,0.3992623328722914,0.20092208390963578,0.4468418626094975,0.32374366067312127,0.2717381281696634,18.74357714904747
MD,10208.0,3712.0,1627.0,3855.0,6353.0,3606.0,2831.0,2011,5828289.0,0.5361258612700077,0.2660027196001124,697070.0,0.36363636363636365,0.1593847962382445,0.3776449843260188,0.3532523510971787,0.27733150470219436,17.514574174341732
MD,9454.0,3512.0,1259.0,3727.0,5727.0,3399.0,2451.0,2012,5884563.0,0.5058758045080134,0.24958873011224134,723780.0,0.37148297017135606,0.13317114448910514,0.39422466680770046,0.3595303575206262,0.25925534165432623,16.06576393183317
MD,8205.0,1922.0,1249.0,2984.0,5221.0,3713.0,2471.0,2013,5928814.0,0.5139400415727376,0.25805544983458734,724773.0,0.23424741011578307,0.152224253503961,0.3636806825106642,0.4525289457647776,0.30115783059110296,13.839192796400765
MD,7856.0,1589.0,1515.0,2876.0,4980.0,3703.0,2469.0,2014,5976407.0,0.5166687446170337,0.2511496797806831,738690.0,0.20226578411405297,0.19284623217922606,0.36608961303462323,0.4713594704684318,0.31428207739307534,13.145021749690073
MD,8390.0,1796.0,1634.0,3007.0,5383.0,3953.0,2543.0,2015,6006401.0,0.5054956353359998,0.24557928723101946,741775.0,0.21406436233611442,0.19475566150178783,0.35840286054827175,0.47115613825983316,0.3030989272943981,13.968431345159939
MD,7689.0,1528.0,1277.0,2706.0,4983.0,3647.0,2436.0,2016,6016447.0,0.48899707585024516,0.2487797243911311,748704.0,0.19872545194433605,0.16608141500845364,0.351931330472103,0.47431395500065027,0.3168162309793211,12.779967977778247
MD,7247.0,1736.0,1436.0,2170.0,5077.0,3557.0,1877.0,2017,6052177.0,0.500348719476305,0.24471657770859082,734843.0,0.23954739892369256,0.1981509590175245,0.2994342486546157,0.4908237891541327,0.25900372567959157,11.974203662582902
MD,7144.0,1764.0,1259.0,2230.0,4914.0,3603.0,1700.0,2018,6042718.0,0.49842065291186727,0.24553093679159524,733266.0,0.24692049272116462,0.17623180291153415,0.31215005599104145,0.5043393057110862,0.23796192609182532,11.822494447035258
MD,6561.0,1348.0,1164.0,1909.0,4652.0,3643.0,1503.0,2019,6045680.0,0.49857271056792446,0.245385524835121,738599.0,0.20545648529187624,0.17741197988111568,0.29096174363664074,0.5552507239750039,0.22908093278463648,10.852377234653506
MD,6360.0,1236.0,1203.0,1930.0,4430.0,3731.0,1346.0,2020,6037624.0,,,,0.19433962264150945,0.18915094339622643,0.30345911949685533,0.5866352201257862,0.21163522012578617,10.533945141333744
MD,4550.0,502.0,656.0,1303.0,3220.0,3115.0,920.0,2021,6165129.0,0.5211271536746092,0.26985790562209205,757989.0,0.11032967032967032,0.14417582417582417,0.2863736263736264,0.6846153846153846,0.2021978021978022,7.380218645870994
MD,5349.0,891.0,899.0,1758.0,3591.0,3411.0,1026.0,2022,6164660.0,0.5195872476083356,0.25582223062581594,766396.0,0.16657319125070105,0.16806879790615067,0.3286595625350533,0.6376892877173304,0.19181155356141336,8.676877556913114
MD,5865.0,952.0,899.0,1854.0,4011.0,3905.0,988.0,2023,6180253.0,0.5333053979001405,0.2740507484483388,765237.0,0.16231884057971013,0.15328218243819267,0.31611253196930944,0.6658141517476556,0.16845694799658995,9.489902759644306
MD,6069.0,1036.0,789.0,1943.0,4126.0,3925.0,1075.0,2024,6263220.0,0.5153387748807596,0.25655409052355616,773227.0,0.1707035755478662,0.1300049431537321,0.3201515900477838,0.646729279947273,0.17712967539957158,9.689903915238489
ME,2638.0,62.0,97.0,1502.0,1136.0,664.0,1912.0,2007,1317207.0,0.46026936805667984,0.20325184448504752,141695.0,0.02350265352539803,0.03677028051554208,0.5693707354056103,0.2517058377558757,0.7247915087187263,20.027224270748636
ME,2632.0,44.0,132.0,1391.0,1241.0,758.0,1830.0,2008,1316456.0,0.5158865412111321,0.2553544865036611,151101.0,0.016717325227963525,0.05015197568389058,0.5284954407294833,0.28799392097264437,0.6952887537993921,19.993072309291005
ME,2444.0,38.0,186.0,1320.0,1124.0,843.0,1563.0,2009,1318301.0,0.5142232273038355,0.24557383878358674,148514.0,0.015548281505728314,0.07610474631751228,0.5400981996726678,0.34492635024549917,0.6395253682487725,18.539013472643955
ME,2379.0,28.0,226.0,1318.0,1061.0,854.0,1497.0,2010,1327567.0,0.4939153964367385,0.2334649519481761,149022.0,0.011769651113913409,0.0949978982765868,0.5540142917192098,0.358974358974359,0.6292559899117276,17.9199995179151
ME,2447.0,29.0,212.0,1263.0,1184.0,904.0,1499.0,2011,1328188.0,0.5385312660659686,0.27143031090185893,160354.0,0.011851246424192888,0.08663669799754802,0.5161422149570903,0.36943195749897834,0.6125868410298324,18.423596659509045
ME,2393.0,33.0,222.0,1106.0,1287.0,975.0,1373.0,2012,1329192.0,0.5181310921577315,0.25605754319893664,158529.0,0.013790221479314668,0.09277058086084412,0.46218136230672796,0.40743836188884247,0.5737567906393648,18.003418618228217
ME,3016.0,62.0,159.0,1453.0,1563.0,1090.0,1851.0,2013,1328302.0,0.5255976597962408,0.2705692478396826,163449.0,0.020557029177718834,0.05271883289124669,0.481763925729443,0.3614058355437666,0.6137267904509284,22.70567988303865
ME,2726.0,93.0,218.0,1378.0,1348.0,1107.0,1515.0,2014,1330089.0,0.5082390819210015,0.27067715926128083,157702.0,0.03411592076302274,0.07997065297138664,0.5055025678650037,0.4060895084372707,0.5557593543653705,20.49486914033572
ME,2372.0,59.0,193.0,1153.0,1219.0,1085.0,1215.0,2015,1329328.0,0.49214754280631534,0.23817267066933512,158125.0,0.024873524451939293,0.08136593591905565,0.4860876897133221,0.4574198988195616,0.5122259696458684,17.843602180951578
ME,2241.0,120.0,199.0,920.0,1321.0,1060.0,1049.0,2016,1331479.0,0.46577028690464917,0.2023482624751444,149544.0,0.0535475234270415,0.08879964301651048,0.4105310129406515,0.47300312360553326,0.4680946006247211,16.830907584723455
ME,2280.0,180.0,189.0,928.0,1352.0,993.0,1092.0,2017,1335907.0,0.44587126632768015,0.2012453186371525,145150.0,0.07894736842105263,0.08289473684210526,0.4070175438596491,0.4355263157894737,0.4789473684210526,17.067056314548843
ME,2516.0,98.0,198.0,1066.0,1450.0,1012.0,1391.0,2018,1338404.0,0.48114439502310136,0.22681082084358034,164081.0,0.038950715421303655,0.07869634340222575,0.4236883942766296,0.40222575516693165,0.5528616852146264,18.798509269249045
ME,2106.0,95.0,211.0,874.0,1232.0,1105.0,891.0,2019,1344212.0,0.4386086043926453,0.1852892641870292,159499.0,0.04510921177587844,0.10018993352326686,0.41500474833808165,0.5246913580246914,0.4230769230769231,15.66717154734521
ME,2097.0,141.0,228.0,808.0,1289.0,1000.0,941.0,2020,1340825.0,,,,0.06723891273247497,0.10872675250357654,0.38531235097758704,0.47687172150691465,0.4487362899380067,15.639624857830068
ME,2063.0,0.0,275.0,785.0,1278.0,1082.0,966.0,2021,1372247.0,0.4759870031601905,0.20337235352591207,149395.0,0.0,0.13330101793504606,0.3805138148327678,0.5244789142026175,0.46825012118274356,15.033736637791884
ME,4411.0,164.0,500.0,1954.0,2457.0,3276.0,956.0,2022,1385340.0,0.47168654749910166,0.2274024336111718,156566.0,0.03717977782815688,0.11335298118340513,0.44298345046474724,0.7426887327136704,0.2167309000226706,31.840558996347468
ME,4258.0,299.0,342.0,2300.0,1958.0,3153.0,791.0,2023,1395722.0,0.49060593624140064,0.22191693157393175,157641.0,0.07022076092062,0.08031939877876937,0.5401596993893847,0.7404884922498826,0.18576796618130578,30.50750794212601
ME,2702.0,273.0,459.0,1154.0,1548.0,1682.0,732.0,2024,1405012.0,0.5018472541439739,0.23210205008989312,164145.0,0.10103626943005181,0.16987416728349372,0.42709104367135453,0.622501850481125,0.27091043671354553,19.23115247414257
MI,28295.0,16743.0,2716.0,10742.0,17553.0,7325.0,4227.0,2007,10071822.0,0.5228504460145356,0.281665345766656,968606.0,0.5917299876303234,0.0959886905813748,0.37964304647464214,0.25887966071744123,0.14939035165223538,28.093228812026265
MI,28248.0,16467.0,2771.0,10884.0,17364.0,7463.0,4318.0,2008,10003422.0,0.5293153801559782,0.2919921682727541,991446.0,0.5829439252336449,0.09809544038516001,0.3853016142735769,0.2641956952704616,0.1528603794958935,28.238336841132963
MI,14005.0,2707.0,1649.0,6148.0,7857.0,5725.0,5573.0,2009,9969727.0,0.5586005547381061,0.31237104030307644,1024098.0,0.1932881113887897,0.11774366297750803,0.43898607640128523,0.408782577650839,0.3979293109603713,14.047526075688934
MI,13058.0,2839.0,1824.0,5693.0,7365.0,5186.0,5001.0,2010,9877574.0,0.55911239761351,0.3059660144268042,1037147.0,0.21741461173227142,0.1396844846071374,0.43597794455506206,0.39715117169551234,0.3829836115791086,13.219845277797969
MI,13185.0,2321.0,1611.0,5551.0,7634.0,5412.0,5416.0,2011,9876187.0,0.5552230357547905,0.3145459078267373,1066153.0,0.17603337125521426,0.12218430034129693,0.4210087220326128,0.4104664391353811,0.41076981418278347,13.350293995040799
MI,12592.0,2322.0,1174.0,5195.0,7397.0,5221.0,5015.0,2012,9883360.0,0.5427346883982438,0.3006036987902334,1105104.0,0.1844027954256671,0.09323379923761119,0.41256353240152477,0.4146283354510801,0.3982687420584498,12.740606433439641
MI,11527.0,2188.0,969.0,4291.0,7236.0,4927.0,4368.0,2013,9895622.0,0.5251023773572876,0.28607117291267564,1128509.0,0.18981521644833868,0.08406350307972586,0.3722564413984558,0.42743124837338425,0.37893641016743296,11.64858560684715
MI,12227.0,2152.0,1160.0,4692.0,7535.0,5513.0,4522.0,2014,9909877.0,0.5225233736724222,0.2794209570489385,1141290.0,0.17600392573812054,0.09487200458002781,0.38374090128404353,0.4508873803876666,0.36983724544041874,12.33819551948021
MI,10516.0,1072.0,830.0,3970.0,6546.0,5393.0,3996.0,2015,9922576.0,0.5004206879485276,0.26284811451849316,1141315.0,0.10193990110308102,0.0789273488018258,0.37751996957017875,0.5128375808292126,0.3799923925446938,10.59805437620231
MI,9316.0,960.0,719.0,3513.0,5803.0,5394.0,2905.0,2016,9928300.0,0.49437525129313453,0.25783027064212016,1152870.0,0.10304851867754401,0.07717904680120223,0.3770931730356376,0.5790038643194504,0.3118291112065264,9.383278104005722
MI,9051.0,1023.0,709.0,3423.0,5628.0,5656.0,2326.0,2017,9962311.0,0.4817847191824842,0.2482143900479004,1126645.0,0.11302618495193902,0.07833388575847973,0.37819025522041766,0.6249033255993813,0.2569881781018672,9.085241366185015
MI,8351.0,899.0,756.0,3142.0,5209.0,5499.0,1881.0,2018,9995915.0,0.48313989925183154,0.24065121279898058,1139982.0,0.10765177823015208,0.09052808046940486,0.37624236618369056,0.658484013890552,0.22524248592982876,8.354412777619658
MI,8575.0,662.0,839.0,3363.0,5212.0,6040.0,1810.0,2019,9986857.0,0.4786154710935637,0.23988420763337143,1128685.0,0.07720116618075802,0.09784256559766764,0.3921865889212828,0.7043731778425656,0.2110787172011662,8.586284954315456
MI,8638.0,1039.0,947.0,3371.0,5267.0,5743.0,1791.0,2020,9973907.0,,,,0.12028247279462839,0.10963185922667285,0.39025237323454504,0.6648529752257467,0.20733966195878675,8.660598098618726
MI,6757.0,211.0,684.0,2787.0,3941.0,5142.0,1362.0,2021,10050811.0,0.5010933232724242,0.262836916197897,1085451.0,0.03122687583247003,0.10122835577919195,0.41246115139854966,0.7609886044102412,0.2015687435252331,6.72284057475561
MI,8206.0,900.0,1004.0,3302.0,4904.0,5934.0,1329.0,2022,10034118.0,0.5075253905048738,0.260410652603928,1098109.0,0.10967584694126249,0.12234950036558616,0.4023884962222764,0.7231294174993906,0.1619546673165976,8.17809796536178
MI,8997.0,1335.0,1087.0,3509.0,5488.0,6265.0,1351.0,2023,10037261.0,0.5113875518956732,0.2663572842516485,1079218.0,0.14838279426475492,0.12081805046126487,0.39001889518728466,0.6963432255196177,0.15016116483272202,8.963600727329895
MI,9739.0,1623.0,976.0,3857.0,5882.0,6449.0,1628.0,2024,10140459.0,0.5124569145576825,0.267886026755045,1096483.0,0.16664955334223225,0.1002156278878735,0.39603655406099186,0.6621829756648526,0.1671629530752644,9.604101747268047
MN,7323.0,1445.0,1414.0,4054.0,3269.0,2899.0,2979.0,2007,5197621.0,0.46873727023758044,0.23199450178712808,510692.0,0.19732350129728254,0.1930902635531886,0.5535982520824798,0.3958760071009149,0.40680049160180254,14.089138088367735
MN,7644.0,1374.0,1537.0,4256.0,3388.0,3101.0,3169.0,2008,5220393.0,0.4908530856843595,0.2278293268942468,529510.0,0.17974882260596547,0.2010727367870225,0.5567765567765568,0.4056776556776557,0.41457352171637885,14.642575760100819
MN,7718.0,946.0,1449.0,4325.0,3393.0,3479.0,3293.0,2009,5266215.0,0.49931225547131414,0.24997130344611565,548347.0,0.12257061414874319,0.18774293858512567,0.5603783363565691,0.45076444674786215,0.42666493910339465,14.655687244064286
MN,7869.0,1139.0,1490.0,4264.0,3605.0,3360.0,3360.0,2010,5310584.0,0.5042681147826414,0.25526432194855675,564220.0,0.14474520269411614,0.18935061634261025,0.5418731732113357,0.4269919939001144,0.4269919939001144,14.817579384866146
MN,7495.0,928.0,1211.0,4085.0,3410.0,3504.0,3049.0,2011,5344861.0,0.5040259633555172,0.2568493662282176,571028.0,0.123815877251501,0.16157438292194798,0.5450300200133422,0.4675116744496331,0.4068045363575717,14.022815560591752
