state,overall_homeless,unsheltered,chronic_ind,ppl_in_families,individuals,shelt_es,shelt_th,year,population,cb_share,severe_share,renter_hh_total,unsheltered_share,chronic_share,family_share,es_share,th_share,homeless_per_10k
IA,3134.0,121.0,315.0,1506.0,1628.0,1179.0,1834.0,2011,3062309.0,0.47711121426283204,0.24627182803009998,336397.0,0.03860880663688577,0.10051052967453733,0.4805360561582642,0.37619655392469686,0.5851946394384173,10.23410766189826
IA,2928.0,148.0,270.0,1482.0,1446.0,1164.0,1616.0,2012,3074186.0,0.4490232134156883,0.23869740833294043,344464.0,0.050546448087431695,0.09221311475409837,0.5061475409836066,0.3975409836065574,0.5519125683060109,9.524472494507489
IA,3084.0,134.0,277.0,1560.0,1524.0,1203.0,1747.0,2013,3090416.0,0.4314696143269814,0.22551171024869374,360847.0,0.04345006485084306,0.08981841763942931,0.5058365758754864,0.39007782101167315,0.5664721141374838,9.979239040957594
IA,3122.0,196.0,211.0,1578.0,1544.0,1387.0,1539.0,2014,3107126.0,0.43900154969444133,0.2179812888745231,361593.0,0.06278026905829596,0.06758488148622678,0.5054452274183215,0.4442664958360026,0.4929532351057015,10.047870604539373
IA,3081.0,203.0,201.0,1580.0,1501.0,1225.0,1653.0,2015,3123899.0,0.4381614349775785,0.22519880418535126,365769.0,0.0658876987990912,0.06523855890944498,0.5128205128205128,0.39759818240830896,0.5365141187925998,9.862674817591735
IA,3064.0,143.0,159.0,1521.0,1543.0,1332.0,1589.0,2016,3134693.0,0.44381958679710987,0.2228241706359404,366497.0,0.0466710182767624,0.05189295039164491,0.4964099216710183,0.4347258485639687,0.518603133159269,9.774481903012513
IA,2756.0,104.0,170.0,1256.0,1500.0,1373.0,1279.0,2017,3145711.0,0.42158070333908143,0.2037025209624,357143.0,0.03773584905660377,0.061683599419448475,0.45573294629898403,0.49818577648766327,0.46407837445573297,8.76113539991436
IA,2749.0,241.0,215.0,1038.0,1711.0,1481.0,1004.0,2018,3156145.0,0.4244419646196145,0.2154326213975641,364122.0,0.08766824299745361,0.07821025827573663,0.3775918515823936,0.5387413604947253,0.3652237177155329,8.709992728470967
IA,2315.0,188.0,301.0,741.0,1574.0,1374.0,729.0,2019,3155070.0,0.4179441683734888,0.20687255030608695,379341.0,0.08120950323974083,0.13002159827213822,0.3200863930885529,0.5935205183585314,0.314902807775378,7.337396634623004
IA,2647.0,333.0,335.0,795.0,1852.0,1606.0,685.0,2020,3150011.0,,,,0.1258027956176804,0.12655836796373252,0.3003400075557235,0.606724593879864,0.2587835285228561,8.403145258857826
IA,2534.0,528.0,357.0,750.0,1784.0,1426.0,554.0,2021,3193079.0,0.4503137918862811,0.22338153384106396,365356.0,0.20836621941594316,0.1408839779005525,0.2959747434885556,0.5627466456195738,0.21862667719021311,7.935913893768366
IA,2419.0,406.0,393.0,753.0,1666.0,1465.0,524.0,2022,3200517.0,0.4508947765963628,0.22299982569287083,372295.0,0.16783794956593634,0.1624638280281108,0.31128565522943363,0.6056221579164944,0.21661843737081438,7.558153885762832
IA,2653.0,456.0,441.0,788.0,1865.0,1657.0,519.0,2023,3207004.0,0.44027749849185605,0.21947947487863032,377500.0,0.17188088955898984,0.1662269129287599,0.29702223897474556,0.6245759517527327,0.1956275914059555,8.272518525078235
IA,2631.0,464.0,531.0,728.0,1903.0,1616.0,531.0,2024,3241488.0,0.43246442492242393,0.21715664307677565,385209.0,0.17635879893576586,0.20182440136830102,0.2767008741923223,0.6142151273280122,0.20182440136830102,8.116642727043876
ID,1749.0,624.0,95.0,647.0,1102.0,586.0,539.0,2007,1499402.0,0.4255978028599253,0.18494931024094274,156663.0,0.3567753001715266,0.05431675242995998,0.3699256718124643,0.3350485991995426,0.3081761006289308,11.664650307255826
ID,1464.0,214.0,46.0,647.0,817.0,630.0,620.0,2008,1523816.0,0.4493019329565464,0.18119406725448947,164906.0,0.14617486338797814,0.031420765027322405,0.44193989071038253,0.430327868852459,0.42349726775956287,9.607459168298535
ID,1939.0,462.0,210.0,822.0,1117.0,631.0,846.0,2009,1545801.0,0.4844208312579556,0.23078200232442306,158968.0,0.23826714801444043,0.10830324909747292,0.42392986075296546,0.3254254770500258,0.4363073749355338,12.543658595123176
ID,2346.0,782.0,111.0,901.0,1445.0,796.0,768.0,2010,1571450.0,0.5091707008659323,0.25072987497598076,175177.0,0.3333333333333333,0.04731457800511509,0.38405797101449274,0.3393009377664109,0.3273657289002558,14.928887333354545
ID,2199.0,614.0,236.0,889.0,1310.0,797.0,788.0,2011,1584985.0,0.5154694745095156,0.2604850021744856,181377.0,0.27921782628467484,0.10732150977717145,0.40427467030468395,0.36243747157799,0.35834470213733516,13.873948333895905
ID,1968.0,486.0,200.0,793.0,1175.0,770.0,712.0,2012,1595728.0,0.49902881669136445,0.23463670659637148,184435.0,0.24695121951219512,0.1016260162601626,0.4029471544715447,0.391260162601626,0.3617886178861789,12.33292892021698
ID,1781.0,377.0,193.0,697.0,1084.0,745.0,659.0,2013,1612136.0,0.4765592400775631,0.2339105569328195,180315.0,0.2116788321167883,0.10836608646827625,0.39135317237507017,0.41830432341381246,0.3700168444693992,11.04745505341981
ID,2104.0,636.0,156.0,870.0,1234.0,739.0,729.0,2014,1634464.0,0.46784115506431767,0.22054391355891217,189193.0,0.30228136882129275,0.0741444866920152,0.4134980988593156,0.3512357414448669,0.3464828897338403,12.87272157722654
ID,1966.0,469.0,164.0,794.0,1172.0,790.0,707.0,2015,1654930.0,0.47078826638666993,0.2291121040919694,185463.0,0.23855544252288913,0.08341810783316378,0.40386571719226855,0.40183112919633773,0.35961342828077314,11.879656541364286
ID,2247.0,738.0,227.0,963.0,1284.0,832.0,677.0,2016,1683140.0,0.4591416779705042,0.22329648763312074,192655.0,0.32843791722296395,0.10102358700489542,0.42857142857142855,0.3702714730752114,0.30129060970182464,13.350048124339033
ID,2037.0,639.0,391.0,728.0,1309.0,1003.0,395.0,2017,1716943.0,0.4581784924576575,0.1994003172067285,189642.0,0.3136966126656848,0.19194894452626413,0.35738831615120276,0.49239077074128623,0.19391261659302897,11.864109641380058
ID,2012.0,723.0,293.0,715.0,1297.0,954.0,335.0,2018,1754208.0,0.46022418617148664,0.19767285641687646,187354.0,0.35934393638170975,0.1456262425447316,0.3553677932405567,0.474155069582505,0.16650099403578528,11.469563472518653
ID,2315.0,985.0,356.0,799.0,1516.0,999.0,331.0,2019,1787065.0,0.4568655044659525,0.19646170194434073,186472.0,0.42548596112311016,0.15377969762419005,0.34514038876889847,0.43153347732181424,0.1429805615550756,12.954201442029248
ID,2315.0,1043.0,269.0,995.0,1320.0,992.0,280.0,2020,1754367.0,,,,0.4505399568034557,0.11619870410367171,0.4298056155507559,0.4285097192224622,0.12095032397408208,13.19564264489699
ID,1889.0,872.0,89.0,969.0,920.0,707.0,310.0,2021,1900923.0,0.467005076142132,0.19643837896313557,195010.0,0.46161990471148756,0.047114875595553204,0.5129698253043938,0.37427210164107994,0.1641079936474325,9.937277838187029
ID,1998.0,888.0,238.0,765.0,1233.0,811.0,299.0,2022,1939033.0,0.4722837773509955,0.21719932371431855,198314.0,0.4444444444444444,0.11911911911911911,0.38288288288288286,0.4059059059059059,0.14964964964964966,10.304105190576953
ID,2298.0,1058.0,356.0,818.0,1480.0,1005.0,235.0,2023,1964726.0,0.4986691386535261,0.22173071606303565,201613.0,0.46040034812880765,0.15491731940818101,0.35596170583115755,0.43733681462140994,0.10226283724978243,11.696287421248561
ID,2750.0,1374.0,381.0,1119.0,1631.0,1031.0,345.0,2024,2001619.0,0.48359198189460073,0.23447098286453283,212713.0,0.49963636363636366,0.13854545454545455,0.4069090909090909,0.3749090909090909,0.12545454545454546,13.738878377953048
IL,15487.0,3316.0,2681.0,6834.0,8653.0,5913.0,6258.0,2007,12852548.0,0.4989870749714751,0.2612219849424582,1425040.0,0.21411506424743332,0.1731129334280364,0.44127332601536773,0.38180409375605345,0.40408084199651323,12.04975075759297
IL,14724.0,3244.0,2557.0,6368.0,8356.0,5660.0,5820.0,2008,12901564.0,0.49022077252412993,0.2591288070772781,1464456.0,0.22032056506384134,0.17366204835642488,0.43249117087747896,0.38440641130127684,0.3952730236348818,11.412569824867745
IL,14055.0,2204.0,2212.0,6580.0,7475.0,5066.0,6785.0,2009,12910409.0,0.5096988576775321,0.2675539147371188,1522387.0,0.1568125222340804,0.15738171469228032,0.46816079686944145,0.36044112415510493,0.48274635361081464,10.886564476772191
IL,14395.0,2187.0,2130.0,6827.0,7568.0,4981.0,7172.0,2010,12843166.0,0.5264095786014517,0.2768334525313941,1533519.0,0.15192775269190692,0.1479680444598819,0.4742618964918374,0.34602292462660644,0.49822855158040985,11.208295524639329
IL,14009.0,2920.0,2400.0,5836.0,8173.0,4957.0,6040.0,2011,12869259.0,0.5310183425121464,0.28448158598728335,1546926.0,0.2084374330787351,0.17131843814690556,0.41658933542722537,0.3538439574559212,0.4311514026697123,10.885630633434296
IL,14144.0,2995.0,2079.0,5875.0,8269.0,4828.0,6229.0,2012,12875255.0,0.5074699131793396,0.2721122111092199,1593090.0,0.21175056561085973,0.1469881221719457,0.4153704751131222,0.34134615384615385,0.4403987556561086,10.985413492781307
IL,13425.0,2196.0,1403.0,5467.0,7958.0,5160.0,5980.0,2013,12882135.0,0.49518224101143066,0.2613632591605136,1629394.0,0.1635754189944134,0.10450651769087524,0.40722532588454374,0.3843575418994413,0.44543761638733703,10.421409184114278
IL,13107.0,1698.0,1349.0,5757.0,7350.0,5031.0,6281.0,2014,12880580.0,0.5016727864030027,0.26047843138286747,1646766.0,0.12954909590295263,0.10292210269321736,0.4392309452964065,0.3838406958113985,0.47920958266575114,10.17578400972627
IL,13177.0,2714.0,1799.0,5025.0,8152.0,4684.0,5694.0,2015,12859995.0,0.4922394779120111,0.2532815273641066,1664882.0,0.20596493890870457,0.13652576458981558,0.38134628519389846,0.35546786066631253,0.43211656674508614,10.246504761471526
IL,11590.0,1854.0,937.0,4604.0,6986.0,4183.0,5459.0,2016,12801539.0,0.48608679043079867,0.24772396889573714,1675188.0,0.15996548748921485,0.08084555651423642,0.39723899913718724,0.36091458153580674,0.4710094909404659,9.053598946189204
IL,10798.0,2257.0,1355.0,3904.0,6894.0,4160.0,4306.0,2017,12802023.0,0.48557691354344373,0.25248415777252364,1626440.0,0.20902018892387478,0.12548620114836082,0.361548434895351,0.3852565289868494,0.3987775513984071,8.43460443712685
IL,10643.0,1942.0,1470.0,3891.0,6752.0,6247.0,2381.0,2018,12741080.0,0.4746181495843723,0.24014513012775895,1654751.0,0.18246734943155127,0.13811895142347083,0.36559240815559524,0.5869585643145729,0.2237151179178803,8.353295011097961
IL,10199.0,1889.0,1533.0,3686.0,6513.0,5892.0,2347.0,2019,12671821.0,0.45677046127902754,0.22544457846531787,1654139.0,0.18521423668987155,0.15030885380919698,0.36140798117462497,0.5777036964408275,0.23012060005882928,8.048566973917955
IL,10431.0,2278.0,2058.0,3436.0,6995.0,5846.0,2239.0,2020,12716164.0,,,,0.21838749880164893,0.19729651998849582,0.3294027418272457,0.5604448279167865,0.21464864346658996,8.202945479470067
IL,7958.0,1025.0,1006.0,2873.0,4952.0,4897.0,1970.0,2021,12671469.0,0.48110592174302125,0.25368875785790196,1620987.0,0.12880120633324957,0.12641367177682836,0.3610203568735863,0.6153556169891933,0.24754963558683085,6.280250537644846
IL,9212.0,1901.0,1341.0,2968.0,6244.0,5342.0,1896.0,2022,12582032.0,0.49554860489614494,0.26156070302687073,1664048.0,0.2063612679114199,0.1455709943551889,0.3221884498480243,0.579895788102475,0.20581849761181067,7.321551876517243
IL,11947.0,1619.0,1307.0,4045.0,7902.0,8106.0,2161.0,2023,12549689.0,0.4688331645395179,0.240208116924061,1654539.0,0.13551519209843477,0.10939984933456098,0.33857872269188916,0.6784966937306437,0.18088222984849753,9.519757820293394
IL,25832.0,2664.0,1884.0,13522.0,12310.0,20954.0,2162.0,2024,12710158.0,0.48746779272366986,0.24800138075213357,1655487.0,0.1031279033756581,0.07293279653143388,0.5234592753174357,0.8111644471972747,0.08369464230411892,20.323901559681634
IN,7358.0,1262.0,694.0,2624.0,4734.0,2871.0,3225.0,2007,6345289.0,0.45258167225738477,0.22885895121743374,698544.0,0.17151399836912204,0.09431910845338407,0.35661864637129653,0.3901875509649361,0.4382984506659418,11.596004531866082
IN,7395.0,1472.0,696.0,2458.0,4937.0,3127.0,2796.0,2008,6376792.0,0.47184335726900367,0.24386269840900018,698851.0,0.19905341446923597,0.09411764705882353,0.3323867478025693,0.4228532792427316,0.37809330628803245,11.596740179074368
IN,6984.0,1778.0,765.0,2833.0,4151.0,3249.0,1957.0,2009,6423113.0,0.49391526162812327,0.25816197295241894,732717.0,0.25458190148911797,0.1095360824742268,0.4056414662084765,0.4652061855670103,0.2802119129438717,10.873232340766851
IN,6452.0,1219.0,775.0,2864.0,3588.0,2707.0,2526.0,2010,6490621.0,0.5138476711211832,0.2651711361715139,734154.0,0.1889336639801612,0.12011779293242406,0.44389336639801613,0.4195598264104154,0.39150650960942346,9.940497218987213
IN,6196.0,646.0,602.0,2407.0,3789.0,2734.0,2795.0,2011,6516922.0,0.5185395022158622,0.27035563310870503,747049.0,0.10426081342801807,0.09715945771465462,0.3884764364105875,0.44125242091672046,0.4510974822466107,9.50755586763199
IN,6259.0,889.0,461.0,2943.0,3316.0,2934.0,2411.0,2012,6537334.0,0.4921790927032971,0.26085030304675966,759297.0,0.14203546892474836,0.07365393832880651,0.47020290781274965,0.4687649784310593,0.3852053043617191,9.574239284699237
IN,6096.0,700.0,511.0,2345.0,3751.0,3087.0,2285.0,2013,6570902.0,0.4970453722942695,0.25480781994726526,786375.0,0.11482939632545931,0.0838254593175853,0.38467847769028873,0.5063976377952756,0.3748359580052493,9.277265130418929
IN,5971.0,403.0,542.0,2018.0,3953.0,3376.0,2170.0,2014,6596855.0,0.49595975038567913,0.2459840724937805,786398.0,0.06749288226427734,0.09077206498074024,0.33796683972533914,0.5653994305811422,0.3634232121922626,9.051282770350417
IN,5863.0,583.0,608.0,1949.0,3914.0,3082.0,2150.0,2015,6619680.0,0.47848988311493923,0.23750255133281625,800263.0,0.09943714821763602,0.10370117687190858,0.33242367388708854,0.5256694524987208,0.36670646426743986,8.856923597515287
IN,5798.0,691.0,534.0,1974.0,3824.0,3164.0,1909.0,2016,6633053.0,0.4613935688338092,0.2204932436197292,801849.0,0.11917902725077613,0.0921007243877199,0.34046222835460505,0.5457054156605726,0.32925146602276645,8.741072926750322
IN,5438.0,569.0,486.0,1815.0,3623.0,3368.0,1457.0,2017,6666818.0,0.4572366098315715,0.2259226184295238,791799.0,0.10463405663847003,0.0893710923133505,0.3337624126517102,0.6193453475542479,0.26792938580360426,8.156814840303126
IN,5258.0,579.0,428.0,1482.0,3776.0,3370.0,1218.0,2018,6691878.0,0.4660175788280423,0.2262320491261625,807420.0,0.11011791555724611,0.08139977177634082,0.2818562190947128,0.6409281095473565,0.23164701407379232,7.857286101151277
IN,5471.0,642.0,314.0,1688.0,3783.0,3598.0,1188.0,2019,6732219.0,0.45336637324640344,0.21005634160286335,797282.0,0.117346006214586,0.0573935295192835,0.3085359166514348,0.6576494242368854,0.21714494607932736,8.126592435569906
IN,5625.0,966.0,370.0,1508.0,4117.0,3496.0,1095.0,2020,6696893.0,,,,0.17173333333333332,0.06577777777777778,0.2680888888888889,0.6215111111111111,0.19466666666666665,8.399417461201784
IN,4975.0,925.0,274.0,1299.0,3676.0,3123.0,861.0,2021,6805985.0,0.4686611319741739,0.21974257807803188,774845.0,0.18592964824120603,0.05507537688442211,0.26110552763819095,0.6277386934673367,0.17306532663316582,7.309742821942746
IN,5449.0,799.0,470.0,1523.0,3926.0,3860.0,770.0,2022,6833037.0,0.48909076006775587,0.2539560679744276,796624.0,0.1466324096164434,0.08625435859790788,0.2795008258396036,0.7083868599743072,0.14131033217104055,7.974492162123518
IN,6017.0,1161.0,651.0,1834.0,4183.0,3849.0,982.0,2023,6862199.0,0.48912750186499054,0.25144173028797573,814438.0,0.19295329898620575,0.10819345188632208,0.30480305800232677,0.6396875519361809,0.16320425461193286,8.76832630473118
IN,6285.0,1477.0,598.0,1701.0,4584.0,3900.0,895.0,2024,6924275.0,0.4846270847585964,0.2410422630631588,812741.0,0.23500397772474144,0.09514717581543357,0.2706443914081146,0.6205250596658711,0.1424025457438345,9.076762549147745
KS,1924.0,225.0,136.0,843.0,1081.0,1111.0,588.0,2007,2775997.0,0.4165379194448962,0.18771006125657289,324948.0,0.11694386694386695,0.07068607068607069,0.43814968814968813,0.5774428274428275,0.30561330561330563,6.930843224974668
KS,1572.0,181.0,154.0,598.0,974.0,861.0,530.0,2008,2802134.0,0.43687657752643855,0.2139429374740407,339632.0,0.11513994910941476,0.09796437659033079,0.38040712468193383,0.5477099236641222,0.3371501272264631,5.610010085170802
KS,1670.0,154.0,195.0,570.0,1100.0,1071.0,445.0,2009,2818747.0,0.45244380716874405,0.22761476278863477,355825.0,0.09221556886227544,0.11676646706586827,0.3413173652694611,0.641317365269461,0.26646706586826346,5.924618278972891
KS,1809.0,154.0,163.0,620.0,1189.0,1140.0,515.0,2010,2859169.0,0.45441006071654794,0.2244380243175182,351751.0,0.08512990602542841,0.09010503040353787,0.3427307904919845,0.6301824212271974,0.2846876727473742,6.32701319859022
KS,2308.0,258.0,258.0,1012.0,1296.0,1320.0,716.0,2011,2871238.0,0.4663812378682523,0.23209722597606822,354622.0,0.11178509532062392,0.11178509532062392,0.43847487001733104,0.5719237435008665,0.31022530329289427,8.038344435396857
KS,2458.0,254.0,260.0,1076.0,1382.0,1297.0,890.0,2012,2885905.0,0.44514361343952447,0.21565525808623773,374720.0,0.10333604556550041,0.10577705451586655,0.4377542717656631,0.5276647681041498,0.36208299430431246,8.517258884128202
KS,2331.0,193.0,262.0,1032.0,1299.0,1294.0,835.0,2013,2893957.0,0.4512999971079041,0.21823755675738207,377992.0,0.0827970827970828,0.1123981123981124,0.44272844272844275,0.5551265551265552,0.3582153582153582,8.054715394872833
KS,2521.0,203.0,237.0,1131.0,1390.0,1412.0,896.0,2014,2904021.0,0.4581641732121076,0.22910712917842685,370112.0,0.08052360174533915,0.09401031336771122,0.44863149543831815,0.5600952003173344,0.35541451804839347,8.68106670027524
KS,2348.0,270.0,298.0,1012.0,1336.0,1299.0,767.0,2015,2911641.0,0.4250194022638415,0.20109531270592026,373246.0,0.11499148211243612,0.12691652470187392,0.43100511073253833,0.553236797274276,0.3266609880749574,8.06418098934587
KS,2008.0,232.0,189.0,933.0,1075.0,1035.0,729.0,2016,2907289.0,0.4372330350959024,0.20016961370478734,381015.0,0.11553784860557768,0.09412350597609562,0.4646414342629482,0.5154382470119522,0.36304780876494025,6.906778101523447
KS,2098.0,304.0,214.0,814.0,1284.0,1200.0,588.0,2017,2913123.0,0.4402128762830842,0.199949262069773,385475.0,0.14489990467111535,0.10200190657769304,0.38798856053384173,0.5719733079122974,0.28026692087702576,7.201892951310329
KS,2067.0,318.0,253.0,719.0,1348.0,1271.0,474.0,2018,2911510.0,0.45364497668026044,0.21825079422301333,383587.0,0.15384615384615385,0.1223996129656507,0.3478471214320271,0.6149008224479923,0.22931785195936139,7.099408897788433
KS,2279.0,398.0,291.0,628.0,1651.0,1352.0,529.0,2019,2913314.0,0.4233146902575437,0.19759790419665546,381763.0,0.17463799912242212,0.12768758227292673,0.27555945590171127,0.5932426502852128,0.23211935059236508,7.82270637493933
KS,2209.0,400.0,319.0,664.0,1545.0,1251.0,558.0,2020,2912619.0,,,,0.1810774105930285,0.14440923494794025,0.30058850158442735,0.5663196016296967,0.2526029877772748,7.584239476567309
KS,1653.0,135.0,194.0,487.0,1166.0,974.0,536.0,2021,2934582.0,0.42924446981751174,0.21331652681647453,382286.0,0.08166969147005444,0.11736237144585603,0.294615849969752,0.589231699939504,0.32425892316999394,5.632829479632874
KS,2196.0,578.0,416.0,626.0,1570.0,1091.0,516.0,2022,2937150.0,0.46615595539285665,0.22587949286935874,379305.0,0.26320582877959925,0.1894353369763206,0.28506375227686703,0.49681238615664847,0.23497267759562843,7.4766355140186915
KS,2426.0,633.0,417.0,681.0,1745.0,1369.0,414.0,2023,2940547.0,0.4349628615362881,0.1984286110160236,395974.0,0.26092333058532563,0.1718878812860676,0.28070898598516075,0.5643033800494641,0.17065127782357792,8.250165700463212
KS,2567.0,751.0,706.0,662.0,1905.0,1484.0,325.0,2024,2970606.0,0.43392856639025806,0.20414923242303776,384119.0,0.2925594078691079,0.27502921698480715,0.25788858589793534,0.5781067393844955,0.12660693416439422,8.641334461722625
KY,8061.0,2121.0,574.0,4171.0,3890.0,2666.0,3274.0,2007,4241474.0,0.44585947229367195,0.22642488855782772,484820.0,0.26311871976181617,0.07120704627217467,0.5174295993052971,0.3307281974941074,0.4061530827440764,19.00518546146929
KY,8137.0,1942.0,642.0,3793.0,4344.0,2725.0,3470.0,2008,4269245.0,0.46230326779463116,0.24055674357199563,513748.0,0.2386628978739093,0.0788988570726312,0.46614231289172914,0.33489000860267915,0.4264470935234116,19.05957610771928
KY,5999.0,700.0,671.0,2697.0,3302.0,2645.0,2654.0,2009,4314113.0,0.47986893817413734,0.24379533925448849,531168.0,0.11668611435239207,0.11185197532922153,0.44957492915485914,0.44090681780296714,0.4424070678446408,13.905523568807771
KY,6623.0,1024.0,695.0,2498.0,4125.0,2740.0,2847.0,2010,4346266.0,0.49457829000681736,0.2634406527490149,528056.0,0.15461271327193116,0.10493733957421109,0.37717046655594144,0.4137097991846595,0.4298656198097539,15.238367831145172
KY,6034.0,851.0,659.0,2192.0,3842.0,2496.0,2675.0,2011,4369356.0,0.5110349527541512,0.2667260789221918,520655.0,0.14103413987404706,0.10921445144182963,0.36327477626781574,0.4136559496188266,0.44332117998011267,13.809815451064184
KY,5230.0,911.0,497.0,1948.0,3282.0,2132.0,2177.0,2012,4380415.0,0.4827984972567696,0.24967217994304378,562695.0,0.17418738049713192,0.09502868068833652,0.3724665391969407,0.40764818355640536,0.41625239005736137,11.93950801465158
KY,5245.0,754.0,394.0,1943.0,3302.0,2439.0,2042.0,2013,4395295.0,0.46105829470315063,0.2339355644417611,556315.0,0.14375595805529076,0.07511916110581507,0.3704480457578646,0.46501429933269783,0.38932316491897045,11.933214949167235
KY,5089.0,831.0,614.0,1737.0,3352.0,2382.0,1865.0,2014,4413457.0,0.4941734406660727,0.2548035605875443,580897.0,0.16329337787384554,0.12065238750245628,0.3413244252308902,0.46806838278640206,0.3664767144822165,11.530643665498499
KY,4538.0,742.0,383.0,1387.0,3151.0,2281.0,1515.0,2015,4425092.0,0.4586751035075385,0.2235508944613702,577915.0,0.1635081533715293,0.08439841339797267,0.30564125165271044,0.502644336712208,0.33384750991626266,10.25515401713682
KY,4237.0,706.0,353.0,1288.0,2949.0,2112.0,1419.0,2016,4436974.0,0.45205953206735794,0.22360097467851617,569531.0,0.16662733065848478,0.08331366532924239,0.3039886712296436,0.4984658956809063,0.33490677366060895,9.549300942489184
KY,4025.0,727.0,383.0,993.0,3032.0,2174.0,1122.0,2017,4454189.0,0.43508927381223095,0.21531769244642396,578366.0,0.18062111801242237,0.0951552795031056,0.2467080745341615,0.5401242236024845,0.2787577639751553,9.036437385122184
KY,3688.0,868.0,349.0,953.0,2735.0,2340.0,480.0,2018,4468402.0,0.44402815553994474,0.21573371920112558,564984.0,0.23535791757049893,0.09463123644251627,0.2584056399132321,0.6344902386117137,0.1301518438177874,8.253509867733476
KY,4079.0,779.0,479.0,1006.0,3073.0,2778.0,522.0,2019,4467673.0,0.4328555609032677,0.21488803064630363,576908.0,0.19097818092669772,0.11743074282912479,0.24662907575386125,0.6810492767835253,0.12797254228977692,9.130032569527806
KY,4011.0,928.0,629.0,895.0,3116.0,2589.0,494.0,2020,4461952.0,,,,0.23136374968835702,0.1568187484417851,0.2231363749688357,0.6454749439042633,0.12316130640737971,8.989339195042886
KY,2544.0,257.0,518.0,583.0,1961.0,1885.0,402.0,2021,4509394.0,0.4557331558221787,0.22881094260027107,559686.0,0.10102201257861636,0.20361635220125787,0.22916666666666666,0.7409591194968553,0.1580188679245283,5.641556271197415
KY,3984.0,1084.0,670.0,993.0,2991.0,2410.0,490.0,2022,4512310.0,0.47867947221547447,0.24161684865792554,570943.0,0.2720883534136546,0.16817269076305222,0.24924698795180722,0.6049196787148594,0.12299196787148595,8.82918061923937
KY,4766.0,1470.0,900.0,951.0,3815.0,2756.0,540.0,2023,4526154.0,0.4750350176107984,0.23790216827491883,579082.0,0.3084347461183382,0.1888375996642887,0.1995383969785984,0.5782626940830885,0.11330255979857323,10.529911266828305
KY,5231.0,1716.0,987.0,1126.0,4105.0,2923.0,592.0,2024,4588372.0,0.45242079587032363,0.23014058673927637,594712.0,0.3280443509845154,0.18868285222710762,0.2152552093290002,0.5587841712865609,0.11317147772892372,11.400557757740655
LA,5494.0,1577.0,562.0,2521.0,2973.0,1388.0,2529.0,2007,4293204.0,0.5083978555873576,0.26724285449733587,512057.0,0.28704040771751,0.10229341099381144,0.45886421550782674,0.25263924281033856,0.46032034947215145,12.7969693496978
LA,5481.0,1781.0,613.0,2587.0,2894.0,1408.0,2292.0,2008,4410796.0,0.5121263291570234,0.26646406272286816,511227.0,0.3249407042510491,0.11184090494435323,0.47199416164933405,0.2568874293012224,0.4181718664477285,12.426328490367725
LA,12504.0,8386.0,4815.0,2406.0,10098.0,1618.0,2500.0,2009,4492076.0,0.5098931766647806,0.2743266641424992,541467.0,0.6706653870761357,0.3850767754318618,0.19241842610364684,0.12939859245041588,0.1999360204734485,27.835682210185222
LA,12482.0,8386.0,4815.0,2381.0,10101.0,1617.0,2479.0,2010,4544228.0,0.5328753556794603,0.27896157300877084,548318.0,0.6718474603428938,0.38575548790257974,0.19075468674891843,0.12954654702771992,0.19860599262938633,27.467811914366976
LA,9291.0,5886.0,4352.0,1350.0,7941.0,1223.0,2133.0,2011,4574836.0,0.5555688576582573,0.3174377715235349,571336.0,0.6335163061026801,0.46841028952749975,0.14530190506942203,0.13163276288881715,0.2295770100096868,20.30892473522548
LA,7772.0,3965.0,2743.0,1450.0,6322.0,1375.0,2397.0,2012,4601893.0,0.5255568762234882,0.280546951696733,589339.0,0.5101646937725167,0.3529336078229542,0.1865671641791045,0.17691713844570253,0.3084148224395265,16.888702105850786
LA,5226.0,1575.0,1015.0,1318.0,3908.0,1389.0,2228.0,2013,4625470.0,0.52345982269455,0.290748864216412,588097.0,0.30137772675086105,0.19422120168388826,0.25220053578262536,0.26578645235361653,0.4263298890164562,11.298311306742882
LA,4606.0,1103.0,743.0,1162.0,3444.0,1451.0,2030.0,2014,4649676.0,0.5305781170775574,0.27953199590544253,611409.0,0.23947025618758142,0.16131133304385584,0.25227963525835867,0.3150238818931828,0.44072948328267475,9.906066573240802
LA,4081.0,1191.0,735.0,864.0,3217.0,1306.0,1545.0,2015,4670724.0,0.5409401046936508,0.28313676228584955,615614.0,0.29184023523646163,0.18010291595197256,0.2117128154864004,0.320019603038471,0.3785836804704729,8.737403451798908
LA,3994.0,1141.0,570.0,818.0,3176.0,1444.0,1366.0,2016,4681666.0,0.5453763971348108,0.28955940147221243,615091.0,0.285678517776665,0.14271407110665998,0.20480721081622433,0.3615423134702053,0.3420130195292939,8.531151090231553
LA,3305.0,975.0,609.0,746.0,2559.0,1326.0,967.0,2017,4684333.0,0.5541470258353215,0.2843523439878821,604894.0,0.2950075642965204,0.1842662632375189,0.22571860816944025,0.40121028744326775,0.2925869894099849,7.055433505688003
LA,3059.0,1065.0,467.0,519.0,2540.0,1163.0,795.0,2018,4659978.0,0.5585378038236142,0.28467672206744166,599696.0,0.3481529911735861,0.15266426936907487,0.16966328865642366,0.38018960444589733,0.2598888525661981,6.564408673173993
