coc_number,emp_2012,emp_2023,employment_growth_12_23,avg_weekly_wage_2012,avg_weekly_wage_2023,inmig_persons,in_migration_rate,pop_2012,pop_2024,population_growth_12_24
VA-500,513859.0,583708.0,0.13593028437762109,933.690743958946,1326.0756713973426,72946.0,0.06946351608461396,1004968.0,1145548.0,0.1398850510663026
VA-501,277920.0,298724.0,0.07485607369027059,838.2805699481866,1226.0357453703084,50930.0,0.08100714160741837,612852.0,651163.0,0.06251264579376424
VA-502,141821.0,142019.0,0.0013961261026223196,774.4650651172957,1096.0331927418163,16676.0,0.059936024152679436,274426.0,280395.0,0.02175085451086996
VA-503,164585.0,178150.0,0.0824194185375338,759.0,1058.0,29104.0,0.06471395250070597,439528.0,456349.0,0.03827059937023352
VA-504,105042.0,121924.0,0.1607166657146665,874.0350240856038,1275.1073291558675,18256.0,0.07477768629908617,234992.0,264315.0,0.12478297133519439
VA-505,214454.0,215242.0,0.0036744476670987716,807.06799593386,1159.8104691463561,41769.0,0.08625147128667891,477061.0,502228.0,0.052754259937408426
VA-507,43920.0,43341.0,-0.013183060109289617,909.0,1289.0,7830.0,0.08150222231474638,95786.0,97190.0,0.014657674399181508
VA-508,94108.0,96786.0,0.028456666808347856,725.0985038466442,1015.1112247639121,15492.0,0.0600320853128318,246457.0,263798.0,0.0703611583359369
VA-513,144256.0,166048.0,0.1510647737355812,718.7941437444543,1032.6331422239352,22730.0,0.06317293208006537,347947.0,385312.0,0.10738704457862835
VA-514,109552.0,127610.0,0.16483496421790564,840.765490360742,1200.2739048663898,32605.0,0.09276435208630883,329481.0,398936.0,0.21080122981294824
VA-521,568727.0,572040.0,0.005825290517242895,668.16195819787,966.6263810223061,87233.0,0.05134506132001064,1705815.0,1697481.0,-0.004885641174453267
VA-600,165776.0,179263.0,0.08135677058199016,1555.0,2269.0,23797.0,0.10525361357323568,209077.0,236254.0,0.12998560339013857
VA-601,621421.0,665037.0,0.07018752182497856,1476.4633638065015,2033.7250213146035,71676.0,0.06125609347545175,1118782.0,1187573.0,0.06148740326533677
VA-602,141249.0,189016.0,0.33817584549271146,1121.0,1548.0,25114.0,0.06929242484859353,314980.0,432998.0,0.374684106927424
VA-603,95584.0,81319.0,-0.14924045865416807,1327.0,1706.0,18227.0,0.12033167627233897,140337.0,156976.0,0.11856459807463463
VA-604,139934.0,168727.0,0.20576128746409023,882.2345034087498,1239.3920178750288,35463.0,0.07084014174820118,456363.0,548654.0,0.20223155689659328
VI-500,,,,,,,,,,
VT-500,193286.0,194724.0,0.007439752491127138,734.1518268265679,1105.5194634456975,19430.0,0.041718644992152255,468802.0,477348.0,0.01822944441363305
VT-501,97707.0,103196.0,0.056178165331040766,920.0,1351.0,6834.0,0.042576786493053395,156696.0,169758.0,0.0833588604686782
WA-500,1165063.5876207834,1458206.658866173,0.25161122050344664,1265.3361162352446,2315.370337084955,94500.44161215806,0.045315889408722984,1946357.8065928998,2293672.8764635683,0.17844358765598378
WA-501,762799.7367238998,898324.105518502,0.17766703666765424,758.3990086315904,1167.248566972075,129453.08222334571,0.05857618782999315,2137583.0661714664,2422701.465047543,0.13338354115367312
WA-502,198635.0,241548.0,0.21603946937850832,790.0,1200.0,20200.0,0.04157584813701094,470375.0,549056.0,0.16727292054212065
WA-503,261661.4123792167,328451.34113382717,0.2552532608736904,846.0,1289.0,50076.55838784196,0.06054657484247735,792947.1934071003,923817.1235364323,0.16504242806764458
WA-504,257099.0,292423.0,0.137394544513981,1009.0,1517.0,38472.0,0.050711198459366585,714443.0,844430.0,0.1819417364296382
WA-507,102733.0,116050.0,0.1296272862663409,637.0,958.0,5564.0,0.022464379585030746,242454.0,257152.0,0.06062180867298539
WA-508,132503.2632761001,183091.89448149805,0.3817915872757432,853.9248097489301,1324.569314462824,25137.917776654285,0.05482451599650674,434553.9338285336,525286.5349524568,0.20879479866755615
WI-500,1799873.0,1915799.0,0.06440787766692428,751.3836231778575,1080.7687894189316,174542.0,0.04269826246434207,4055232.0,4218335.0,0.040220386897716336
WI-501,469596.0,467390.0,-0.004697655005579264,926.0,1274.0,26367.0,0.0276005803376091,946584.0,926331.0,-0.021395882457341347
WI-502,73473.0,75597.0,0.02890857866154914,838.0,1136.0,7783.0,0.03993883195722342,195024.0,197532.0,0.012859955697760276
WI-503,305382.0,353182.0,0.1565252699897178,901.0,1376.0,22757.0,0.04403290907050451,490379.0,572674.0,0.1678191765960614
WV-500,63981.0,57966.0,-0.09401228489707882,697.5864866132133,1049.3672497671048,4956.0,0.034168235123787465,148441.0,135761.0,-0.08542114375408412
WV-501,60611.0,59477.0,-0.01870947517777301,750.5412383890713,1062.3541873329186,5359.0,0.03887276947628029,138513.0,130903.0,-0.054940691487441615
WV-503,134627.0,123532.0,-0.08241288894501103,836.2543174846056,1134.3226208593724,8644.0,0.030975750473917516,282281.0,262575.0,-0.06980987030653853
WV-508,428274.0,416182.0,-0.028234261243969983,733.2504144542979,1037.4364076293546,46520.0,0.03622691818884099,1281246.0,1249134.0,-0.02506310263602774
WY-500,273992.0,274828.0,0.003051183976174487,851.086013460247,1130.1277162443419,29746.0,0.051019760595099044,562803.0,582397.0,0.034815024084804094
