coc_number,rent_2012,rent_2024,income_2012,income_2024,homeless_per_10k_2012,homeless_per_10k_2024,d_rent,d_income,d_homeless
MN-505,748.3727024496474,1083.4116595259154,57713.49539615205,86648.73983543727,7.52777846587453,12.124264768620588,335.03895707626805,28935.24443928522,4.596486302746058
MN-506,592.3578422098193,889.7835483508755,46614.46451376407,71628.21491510599,17.67822113633961,15.270224237369764,297.42570614105625,25013.750401341917,-2.407996898969845
MN-508,608.229968778104,909.2211388486418,49145.26041012676,75133.56047362296,10.59905526531021,7.678055782744405,300.9911700705378,25988.3000634962,-2.9209994825658043
MN-509,643.0,1013.0,46231.0,70069.0,28.349962316511355,36.735162438296406,370.0,23838.0,8.38520012178505
MN-511,595.384428587174,840.8322109908374,49316.52578584152,73366.43152755589,5.791825252358101,5.575980833015563,245.44778240366338,24049.90574171437,-0.21584441934253817
MO-500,838.0,1209.0,58485.0,82936.0,5.4269609018949385,4.517470216678659,371.0,24451.0,-0.9094906852162792
MO-501,711.0,997.0,34384.0,56160.0,47.65370376230105,39.0785684903332,286.0,21776.0,-8.575135271967852
MO-503,824.5737776262305,1292.8164710773183,67625.4960248737,101107.89122693868,21.885536291909837,12.365434972359616,468.2426934510878,33482.395202064974,-9.520101319550221
MO-600,679.5425296921876,985.13346230454,43950.098158878885,67047.13473293802,16.362769015539687,15.349364892220764,305.5909326123524,23097.036574059137,-1.0134041233189226
MO-602,624.3212342755153,922.1616316574061,40820.704319621065,62521.248277544386,97.88947120380202,16.579887234054635,297.84039738189085,21700.54395792332,-81.30958396974738
MO-603,645.4645813241646,903.2565661413754,46058.57684598935,65061.57680718876,15.569022667157734,22.43278534837781,257.79198481721085,19002.999961199406,6.863762681220075
MO-604,770.2049159457188,1196.5446533351953,48064.11634535162,71395.26271435113,,,426.33973738947657,23331.146368999514,
MO-604a,,,,,,,,,
MO-606,633.5050091787126,880.0980917889452,44387.15316798539,66510.60435196132,7.727280370149157,6.985256758446093,246.5930826102326,22123.45118397593,-0.7420236117030639
MP-500,,,,,,,,,
MS-500,786.7236792209295,1117.2532054315968,46974.680897996244,65440.788746028375,18.163315707152,4.781663633608965,330.5295262106673,18466.10784803213,-13.381652073543037
MS-501,628.1556495937765,896.7008450692258,36234.11267818549,54332.04025775328,5.257346599612258,2.422097794909773,268.5451954754493,18097.92757956779,-2.8352488047024846
MS-503,812.0286162674843,1054.2326563179174,45344.89437595412,62104.12061632022,7.4285726142973045,6.204310647136576,242.20404005043315,16759.2262403661,-1.2242619671607287
MT-500,658.8402579772604,1073.7312725237828,45584.60405537023,72866.30184935646,17.911042797913993,19.621044156143643,414.89101454652234,27281.697793986226,1.7100013582296505
NC-500,701.0,1098.0,45809.0,67165.0,15.245783416645873,17.192637054383027,397.0,21356.0,1.9468536377371546
NC-501,784.0,1362.0,44206.0,74436.0,22.389969293756398,29.54676305015353,578.0,30230.0,7.156793756397132
NC-502,840.0,1508.0,50997.0,82316.0,23.69169568729677,13.746614259821193,668.0,31319.0,-9.945081427475579
NC-503,689.546114987896,1026.8205001450215,43104.868033092,67105.85601325282,5.782701055728851,8.272310202924913,337.2743851571255,24000.98798016082,2.489609147196062
NC-504,740.0,1163.0,46223.0,68642.0,19.342926643416078,12.992975977648173,423.0,22419.0,-6.349950665767905
NC-505,875.0,1627.0,55961.0,87005.0,25.371278566162008,20.706205140673706,752.0,31044.0,-4.665073425488302
NC-506,852.5796319517775,1349.8206914350376,48337.95567966825,76547.49771367187,11.965659323136585,15.129287800895511,497.2410594832601,28209.542034003614,3.1636284777589267
NC-507,890.0,1623.0,65826.0,105768.0,11.175914502251207,9.934146224223294,733.0,39942.0,-1.2417682780279122
NC-509,683.313677782923,1066.829465593997,43327.25978656997,68082.7992570954,15.721126260456094,11.990253416321668,383.5157878110739,24755.539470525422,-3.730872844134426
NC-511,844.0,1222.0,45413.0,61291.0,49.28784284359549,11.662129689020105,378.0,15878.0,-37.62571315457539
NC-513,854.0,1496.0,55241.0,90089.0,7.867989442588712,10.586022159119358,642.0,34848.0,2.7180327165306455
NC-516,638.1499685270667,868.3614889081941,34600.62227234578,53987.42611713213,62.81311313027411,16.00091433796217,230.21152038112746,19386.803844786344,-46.812198792311946
ND-500,586.9492216670388,930.8834897769102,51901.275241662515,76739.26456696325,9.345769001931641,11.750131085277426,343.93426810987137,24837.989325300732,2.4043620833457844
NE-500,594.1014668005045,875.6848770291045,48277.188320981804,71769.02039191284,14.3083139364993,6.851868645647553,281.5834102286001,23491.832070931036,-7.456445290851747
NE-501,778.4088337484442,1211.3864277538742,56196.106119975026,84805.81328207508,18.914318138831096,19.890939794365515,432.97759400543,28609.70716210005,0.9766216555344194
NE-502,701.0,1085.0,51810.0,74793.0,38.98085527413753,19.82818224443897,384.0,22983.0,-19.152673029698562
NH-500,951.745866584895,1428.8761267540192,63890.50183604275,98108.68256667595,8.248830693021013,13.636043379527509,477.1302601691242,34218.180730633205,5.387212686506496
NH-501,1035.0,1623.0,70472.0,103545.0,36.19671417296405,56.88055084322922,588.0,33073.0,20.683836670265173
NH-502,1035.0,1623.0,70472.0,103545.0,11.400767515955986,12.215108052809985,588.0,33073.0,0.8143405368539991
NJ-500,1017.0,1376.0,54559.0,78050.0,23.02701203535431,15.582462977965594,359.0,23491.0,-7.444549057388716
NJ-501,1308.0,1914.0,84255.0,124884.0,4.880093732196794,3.2569788565101954,606.0,40629.0,-1.623114875686599
NJ-502,1160.0,1745.0,78229.0,108111.0,18.27930241029149,23.409945006618752,585.0,29882.0,5.130642596327263
NJ-503,986.9842417054878,1417.9017346647488,63608.323038406816,90583.02008578632,11.532120514930538,12.89889035373712,430.91749295926104,26974.697047379508,1.3667698388065812
NJ-504,1038.0,1531.0,55027.0,80789.0,18.975858771161743,30.924088994758925,493.0,25762.0,11.948230223597182
NJ-506,1148.0,1894.0,58722.0,91795.0,31.21793318434885,17.471272620660976,746.0,33073.0,-13.746660563687875
NJ-507,1245.0,1871.0,79442.0,111549.0,13.764467717815188,8.282723369060841,626.0,32107.0,-5.481744348754347
NJ-508,1204.0,1827.0,84746.0,124845.0,10.358037518405437,7.919914840996157,623.0,40099.0,-2.4381226774092806
NJ-509,1313.0,1904.0,97979.0,137326.0,5.640135282960168,13.64872595164738,591.0,39347.0,8.008590668687212
NJ-510,1309.0,1755.0,61038.0,89863.0,11.071948901846918,9.43418758508682,446.0,28825.0,-1.6377613167600984
NJ-511,1136.0,1621.0,57540.0,87522.0,10.212853210936823,13.998312316148926,485.0,29982.0,3.7854591052121034
NJ-512,936.0,1253.0,59336.0,79960.0,12.09227334738931,12.86741907478606,317.0,20624.0,0.7751457273967493
NJ-513,1379.0,2033.0,98571.0,140374.0,8.893953920273994,13.687644338319977,654.0,41803.0,4.793690418045983
NJ-514,1106.0,1623.0,73759.0,100645.0,27.189363542539635,25.168350395175434,517.0,26886.0,-2.021013147364201
NJ-515,1147.0,1730.0,69347.0,103202.0,26.45175824255681,18.094746709880894,583.0,33855.0,-8.357011532675916
NJ-516,1145.4070142121075,1568.8861267372602,88767.84177809603,120386.91337224934,6.092763651101863,10.702071804544142,423.4791125251527,31619.071594153313,4.609308153442279
NM-500,762.0,1144.0,48398.0,69473.0,27.266751140878213,52.20887360307918,382.0,21075.0,24.942122462200963
NM-501,719.988675148372,1049.7849104353359,44271.20185254883,63631.72264414822,11.644223399625382,12.13849308086637,329.7962352869639,19360.52079159939,0.49426968124098813
NV-500,1039.0,1626.0,54218.0,76472.0,35.374196979643536,38.19041394524946,587.0,22254.0,2.816216965605925
NV-501,918.0,1608.0,53994.0,88096.0,19.753860981919193,40.00781971021609,690.0,34102.0,20.253958728296897
NV-502,883.361164983309,1245.9084289003645,54017.12920673995,77749.25837189547,9.267558985734036,13.369593290895004,362.5472639170555,23732.129165155522,4.102034305160968
NY-500,793.0,1173.0,52700.0,76382.0,9.329503654389272,14.094357452124566,380.0,23682.0,4.764853797735293
NY-501,651.8202719368082,926.3626268466277,47941.16893176603,66583.17910046053,9.63509829379784,21.671073539492845,274.54235490981944,18642.010168694505,12.035975245695004
NY-503,890.0,1313.0,59359.0,85333.0,19.16262573443199,32.83629596188261,423.0,25974.0,13.673670227450621
NY-504,624.0,770.0,43202.0,59540.0,4.840394364761929,,146.0,16338.0,
NY-505,725.4707421097527,1064.1893917950447,52124.96324169822,74544.23700661263,13.216532353531752,17.86179882699529,338.718649685292,22419.27376491441,4.645266473463538
NY-506,,,,,,,,,
NY-507,825.0,1194.0,56445.0,79623.0,18.53466369595402,23.378216926604026,369.0,23178.0,4.843553230650006
NY-508,693.3849185697961,1036.2525803900048,49706.82611930569,72013.36666752245,9.289411092169333,12.163396265232711,342.8676618202087,22306.540548216763,2.873985173063378
NY-510,925.0,1411.0,50539.0,74024.0,6.5216557333026435,20.140407411669926,486.0,23485.0,13.618751678367282
NY-511,664.0306506760157,937.2939326950028,46792.195586805974,65485.7961930724,6.45320980887891,17.68002687364085,273.26328201898707,18693.600606266424,11.226817064761939
NY-512,835.0,1217.0,58959.0,87915.0,14.066104439262562,16.879325327115072,382.0,28956.0,2.813220887852511
NY-513,706.3009955663501,1022.1045057471264,53620.03214300717,76618.67118773947,4.627752747967231,16.292749344082978,315.80351018077624,22998.6390447323,11.664996596115746
NY-514,606.0,812.0,41975.0,58351.0,2.504781856271063,16.62264322798069,206.0,16376.0,14.117861371709626
NY-516,713.0,1003.0,50522.0,71224.0,28.955278817250477,,290.0,20702.0,
NY-518,683.9040526969109,939.2136753709043,49837.55377336608,71339.90181746321,5.712913131260671,11.977641735427202,255.30962267399343,21502.348044097125,6.264728604166531
NY-519,836.3512941617636,1148.1502548175727,52539.028445666634,79962.54048051314,12.007750457113229,14.372913425938561,311.7989606558091,27423.512034846506,2.3651629688253326
NY-520,686.1933807289549,883.2125398893257,46435.42360477766,68027.74323823638,1.5624128117850566,6.249651247140227,197.0191591603708,21592.31963345872,4.6872384353551695
NY-522,752.937173265452,1002.6175880870966,45178.32662327775,65015.24719033403,3.702231471305758,7.794171518538437,249.6804148216446,19836.920567056273,4.091940047232679
NY-523,887.1618247400806,1276.9606157894168,62103.890857910745,91912.49804283564,8.375303219589807,14.817844157735811,389.79879104933616,29808.60718492489,6.442540938146005
NY-525,,,,,,,,,
NY-600,1196.3062642170519,1868.665118194064,52646.70460693766,82240.97680850803,66.97265562911481,165.60463939741626,672.3588539770121,29594.27220157037,98.63198376830145
NY-601,1086.0,1582.0,71508.0,99478.0,15.308967405079333,23.825214173467838,496.0,27970.0,8.516246768388505
NY-602,1123.0,1680.0,70712.0,97178.0,13.342476384879944,20.704759170959118,557.0,26466.0,7.362282786079174
NY-603,1479.5271360106701,2253.5722094147523,92161.92204507692,138070.53290690223,11.765608345700825,14.017851920063917,774.0450734040821,45908.610861825306,2.252243574363092
NY-604,1289.9589136189734,1950.436246463935,81141.50247280215,118999.3220994096,17.90260816630402,16.5658252475105,660.4773328449617,37857.81962660745,-1.3367829187935207
NY-606,1316.0,1901.0,86020.0,109959.0,3.316369226573106,4.029233639761718,585.0,23939.0,0.7128644131886119
NY-607,819.0,1106.0,48050.0,72382.0,83.09372444538236,,287.0,24332.0,
NY-608,992.0,1425.0,58934.0,86271.0,19.66704523420404,34.18187861832082,433.0,27337.0,14.514833384116784
OH-500,689.2233992404304,1075.1445222563038,49154.31301324672,72528.89281944383,20.43100274966216,12.735407397159424,385.9211230158735,23374.579806197115,-7.695595352502735
OH-501,642.0,934.0,41436.0,62224.0,22.470101195952164,12.948482060717572,292.0,20788.0,-9.521619135234593
OH-502,726.0,1060.0,43861.0,64468.0,17.40671004441055,13.00537852245553,334.0,20607.0,-4.401331521955019
OH-503,803.7369111171203,1301.3842825296147,51298.168556904646,76215.4532380735,11.271874629085366,18.70785328955591,497.6473714124944,24917.284681168858,7.4359786604705445
OH-504,609.0,791.0,41112.0,56942.0,9.613115035512736,10.857670107074652,182.0,15830.0,1.2445550715619156
OH-505,716.5217010505127,1028.8548310004073,44100.029194174334,66513.90322448035,20.135753349129004,14.547662687946115,312.33312994989467,22413.87403030602,-5.588090661182889
OH-506,735.0,1026.0,49227.0,71622.0,15.017400234958586,12.837752968384033,291.0,22395.0,-2.1796472665745537
OH-507,693.7931647563324,980.8936651265208,51030.152373241166,76176.17792336337,8.359889573057941,6.675178376144098,287.10050037018834,25146.025550122205,-1.6847111969138435
OH-508,656.0,909.0,45689.0,67934.0,12.861496096189047,8.805588613573414,253.0,22245.0,-4.055907482615632
OK-500,620.8161565901344,889.092565034805,41305.697573519814,59233.667922006156,6.491894678555745,8.496744505756784,268.27640844467066,17927.970348486342,2.0048498272010384
OK-501,727.7257621505331,1099.5457762830335,48042.190415413694,69324.00104380348,14.94521065281734,20.331927127094307,371.82001413250043,21281.810628389787,5.386716474276968
OK-502,744.8499322748424,1140.4737401417283,47810.36653496132,70151.3253964652,20.963348730052243,29.57070987401076,395.62380786688584,22340.958861503874,8.607361143958517
OK-503,670.599085867791,1017.6783225963602,47230.64934010668,68685.55527272414,8.634207490137195,2.2379381935907268,347.0792367285692,21454.90593261747,-6.396269296546468
OK-504,784.0,1167.0,54882.99999999999,77068.0,30.777993734479846,11.991426130316823,383.0,22185.000000000007,-18.786567604163025
OK-505,632.1431301953334,913.3522781042143,44620.35736747032,63632.72446634706,7.756597076534026,6.645271764399034,281.20914790888094,19012.36709887674,-1.1113253121349924
OK-506,637.7465510230395,889.7137914809311,45286.51461414105,63996.23984893512,9.695355288253197,11.605046481393977,251.96724045789165,18709.725234794067,1.9096911931407803
OK-507,582.1127823857772,832.4337867450042,37532.50458509585,54773.784914910386,10.702165571188809,15.119812499537902,250.321004359227,17241.280329814537,4.417646928349093
OR-500,824.0,1355.0,42628.0,71544.0,57.09559139874484,85.62950873365475,531.0,28916.0,28.53391733490991
OR-501,884.0,1646.0,51582.0,88766.0,56.836800125418755,94.88648702828218,762.0,37184.0,38.04968690286342
OR-502,857.0,1358.0,43664.0,73999.0,32.76185780120996,55.14043505471373,501.0,30335.0,22.378577253503764
OR-503,871.4559217179228,1652.9291349577602,49418.66296869113,90045.16534012894,37.677428981776806,83.8882360621491,781.4732132398374,40626.502371437804,46.2108070803723
OR-504,,,,,,,,,
OR-505,752.3673158429001,1241.4958909851637,45445.809601947876,72624.40064913589,41.832890450589225,44.2791380985598,489.12857514226357,27178.591047188012,2.446247647970573
OR-506,961.0,1849.0,64375.0,107772.0,13.313525549205089,15.494036391485016,888.0,43397.0,2.1805108422799275
OR-507,951.0,1758.0,63951.0,103517.0,25.14134092215299,8.937455534259824,807.0,39566.0,-16.203885387893166
PA-500,872.0,1397.0,37016.0,61953.0,37.05275466076216,33.276963571629125,525.0,24937.0,-3.775791089133037
PA-501,828.0,1217.0,54066.0,76242.0,14.193159338436988,14.046079967054222,389.0,22176.0,-0.14707937138276606
PA-502,952.0,1372.0,64242.0,89546.0,10.741291373533741,10.225567118844207,420.0,25304.0,-0.515724254689534
PA-503,639.0,1004.0,43486.0,63691.0,5.5813895151403035,5.236472185552981,365.0,20205.0,-0.34491732958732246
PA-504,1102.0,1683.0,78984.0,113915.0,5.135584328991171,5.723909025391114,581.0,34931.0,0.5883246963999431
PA-505,1142.0,1763.0,86184.0,127208.0,13.495355722733912,4.1599287538962715,621.0,41024.0,-9.335426968837641
PA-506,812.0,1181.0,55021.0,79777.0,8.210636638275574,18.377336710963856,369.0,24756.0,10.166700072688283
PA-508,665.0,1007.0,45483.0,66223.0,12.206228932518334,8.544360252762834,342.0,20740.0,-3.6618686797555
PA-509,743.5417324245669,1102.43501181979,50874.96112814518,74770.36923968041,5.64345901518419,7.286246742206986,358.893279395223,23895.40811153523,1.642787727022796
PA-510,853.0,1357.0,56172.0,86959.0,10.541914426666166,11.198439346476338,504.0,30787.0,0.6565249198101721
PA-511,1096.0,1605.0,76859.0,114764.0,7.313723611510333,6.499313340359619,509.0,37905.0,-0.814410271150714
PA-512,798.0,1193.0,58747.0,84829.0,6.445697270111029,8.874181804976805,395.0,26082.0,2.4284845348657766
PA-600,735.0,1153.0,50664.0,78548.0,11.183718586429988,9.460645664683506,418.0,27884.0,-1.723072921746482
PA-601,611.8985429599958,861.9207839671374,46684.25717006855,69433.30127163061,6.331064461432447,4.466949765860269,250.0222410071416,22749.04410156206,-1.8641146955721783
PA-603,623.0,890.0,48311.0,71089.0,6.500989923465619,5.96909074790934,267.0,22778.0,-0.531899175556279
PA-605,645.0,904.0,45249.0,63354.0,15.727269796118696,16.264648035166033,259.0,18105.0,0.537378239047337
PR-502,,,,,,,,,
PR-503,,,,,,,,,
RI-500,927.1499547255934,1356.8178001290614,56653.12111402595,88038.83522342057,12.110108099547555,23.158092387701746,429.66784540346805,31385.71410939462,11.047984288154192
SC-500,924.8764516872162,1565.4628074500406,50818.498217633256,83039.43971936763,4.883953029112607,4.813171101154453,640.5863557628244,32220.94150173437,-0.07078192795815408
SC-501,673.8057364104203,1068.187480450326,43397.060496627026,67051.46543001894,9.025166171441347,11.376889984996684,394.3817440399056,23654.404933391917,2.3517238135553367
SC-502,743.8337472454687,1147.0688364971218,46706.09945071094,70958.46892864387,11.124754536476436,9.605901520270614,403.2350892516531,24252.369477932923,-1.5188530162058225
SC-503,690.4694892376008,1052.0895510834293,38209.320343222425,58761.48164436066,16.27172442385836,11.423642146886863,361.62006184582856,20552.161301138236,-4.848082276971496
SD-500,608.4644123322712,941.2014308573242,49602.30083721023,74625.29403875569,10.093319139236105,15.721607693012698,332.73701852505303,25022.99320154546,5.628288553776594
TN-500,666.1712111277063,1075.934640369888,42499.04103220283,69261.18810531562,8.062131374490416,14.344120602423642,409.7634292421817,26762.147073112792,6.2819892279332255
TN-501,833.0,1232.0,46251.0,63767.0,22.15605289277367,8.367218433494488,399.0,17516.0,-13.788834459279181
TN-502,742.0,1261.0,47270.0,74222.0,19.0555243169911,20.05962103158665,519.0,26952.0,1.0040967145955513
TN-503,778.4707042696033,1326.4268791118513,54367.409690585686,87354.05816749764,2.179746330908625,2.455550968697063,547.9561748422481,32986.648476911956,0.275804637788438
TN-504,819.0,1582.0,46676.0,77853.0,28.957080934592035,31.352702935385583,763.0,31177.0,2.395622000793548
TN-506,619.2635991165286,991.2297430414652,41359.22145819191,67601.05102342147,11.683549810453048,10.547155907916581,371.96614392493666,26241.829565229564,-1.1363939025364669
TN-507,607.4300106894709,861.3551972723135,39595.14064077439,59135.780486389835,25.24536646066527,12.219831637875211,253.92518658284257,19540.639845615442,-13.025534822790059
TN-509,589.1590106985177,855.1099216149264,38169.30320243747,57617.22111320873,8.363892445077434,13.571599061823763,265.9509109164087,19447.917910771263,5.207706616746329
TN-510,858.0,1502.0,55105.0,85470.0,7.509757517508414,12.642573435438477,644.0,30365.0,5.1328159179300625
TN-512,630.2859118212638,943.5759642200765,40616.153796696344,64586.39074620032,11.761535993024818,11.867495776745763,313.2900523988127,23970.236949503975,0.1059597837209445
TX-500,816.4992269121241,1356.6115830399704,49345.51662500015,72661.98438418876,19.462248011615834,18.019814371517874,540.1123561278463,23316.467759188614,-1.4424336400979598
TX-503,964.7777785300506,1747.6712127364383,57244.704739574525,100439.07027280166,18.365397757359048,24.348065208619953,782.8934342063877,43194.36553322714,5.982667451260905
TX-600,909.8881478880709,1659.7955881070943,58388.74831595506,91615.72570796793,9.509500672589574,10.257128952912108,749.9074402190234,33226.977392012865,0.7476282803225338
TX-601,869.6882958670919,1542.0771952216878,57425.33732800325,85759.94218415636,10.322551785368718,11.975715990279394,672.3888993545959,28334.604856153113,1.6531642049106754
TX-603,695.0,1079.0,39699.0,59806.0,14.827397575792475,10.952600312862886,384.0,20107.0,-3.8747972629295884
TX-604,719.6660536613915,1086.331192936954,41268.20818749355,65422.50146841147,8.946425216018309,6.422355405856403,366.6651392755625,24154.293280917926,-2.5240698101619055
TX-607,750.8205440833026,1229.6343637840591,48537.108761958225,75693.86846380346,12.151415548518743,9.597181145770719,478.81381970075654,27156.759701845236,-2.5542344027480244
TX-611,704.7385047752804,1091.898640746456,46014.88841063224,67708.10058414025,28.01714989175192,28.653903298382644,387.1601359711757,21693.212173508015,0.6367534066307243
TX-624,712.4741667226357,1035.6010506608382,46727.14256537693,70775.99813072612,6.8547371996882,8.249949196084915,323.12688393820247,24048.855565349186,1.3952119963967142
TX-700,904.9039032252949,1471.6222548396804,57892.39273621382,82857.47244980677,12.76816340975163,5.827128980657485,566.7183516143855,24965.079713592946,-6.941034429094144
TX-701,746.5884561329823,1116.026662796143,39283.10915464517,62012.87037762253,9.444144630329196,3.61821125447677,369.4382066631607,22729.76122297736,-5.8259333758524265
UT-500,876.8451178357312,1591.7265362510166,59627.08417514988,97511.0351829514,22.43829468960359,21.900795953636635,714.8814184152853,37883.951007801516,-0.5374987359669561
UT-503,777.3281917977976,1347.5170549108448,56633.68051387126,90747.9204108886,7.176517845770999,10.287158686770715,570.1888631130472,34114.239897017345,3.110640840999716
UT-504,868.3171874035974,1587.2176625273937,61781.79059494623,103534.6542307441,2.9556398401078727,3.275168471470886,718.9004751237964,41752.86363579787,0.31952863136301346
VA-500,984.6955962776924,1533.9138124286367,62820.92544439226,92616.28416530778,8.884580444019525,6.4848866906509075,549.2182161509443,29795.358720915516,-2.3996937533686173
VA-501,991.280137782042,1447.8360840526873,57826.773225835925,83371.01911963671,10.370441061856818,10.65674158196943,456.55594627064534,25544.245893800784,0.2863005201126114
VA-502,730.264916589536,1070.905148094652,50960.007521153246,69358.61767506553,20.16317435215469,14.41253639075585,340.64023150511605,18398.610153912283,-5.750637961398841
VA-503,1224.0,1714.0,65980.0,92968.0,9.783582703515197,6.915214138166424,490.0,26988.0,-2.8683685653487734
VA-504,1006.8730339756247,1470.3768722925297,60282.03653315858,92881.23867355239,7.8234761629740674,5.120076022888788,463.503838316905,32599.202140393812,-2.7034001400852796
VA-505,1051.3130312475764,1477.8545461423896,59865.45030509725,83319.82789888258,14.062403204823754,8.507650690730378,426.5415148948132,23454.377593785328,-5.5547525140933764
VA-507,942.0,1300.0,46269.0,60491.0,34.557774978921834,12.803031091588512,358.0,14222.0,-21.754743887333323
VA-508,671.7365017021225,959.898657305969,46510.58369614172,67701.89420314028,8.292580852663313,5.696305538979005,288.1621556038465,21191.31050699856,-2.596275313684308
VA-513,883.9700299183496,1234.7028304335188,54257.10940746723,80029.94241030645,8.69913231018938,10.366697609267217,350.7328005151692,25772.833002839223,1.667565299077836
VA-514,1240.7269736342914,1802.5238283835001,81884.34087246306,119331.92795084926,5.491035102793315,6.0600542844299286,561.7968547492087,37447.587078386205,0.5690191816366132
VA-521,705.4881983098987,998.0373270746477,44215.08763552906,66953.15606124605,5.63287101019685,7.822450964003777,292.54912876474896,22738.068425716985,2.189579953806927
VA-600,1678.0,2322.0,102459.0,142114.0,19.947631937441397,10.747837163632504,644.0,39655.0,-9.199794773808893
VA-601,1620.22626928213,2274.281481643655,109311.33855031633,153059.860940759,13.109945782597103,10.922106069204105,654.0552123615248,43748.52239044268,-2.1878397133929983
VA-602,1629.0,2386.0,122068.0,181765.0,4.635313918357775,8.360119745609557,757.0,59697.0,3.7248058272517826
VA-603,1440.0,2089.0,83996.0,119681.0,23.23846494094657,12.345434499877866,649.0,35685.0,-10.893030441068705
VA-604,1423.4911375374427,2052.421139734696,93268.89759248668,129144.86561658166,9.029056783178786,6.891647323443986,628.9300021972535,35875.96802409498,-2.1374094597348003
VI-500,,,,,,,,,
VT-500,806.8275903259798,1094.4493681758381,51877.09556059915,76989.7751975498,16.66169249300574,56.834407253848184,287.6217778498583,25112.67963695065,40.17271476084244
VT-501,1019.0,1646.0,63900.0,96759.0,23.923743068967667,50.52644695034577,627.0,32859.0,26.602703881378105
WA-500,1099.6473211612986,2091.1892755555236,71140.39159688515,124674.61656307413,42.67346194034538,80.88728576354039,991.5419543942251,53534.22496618898,38.21382382319501
WA-501,825.4227584869822,1388.838037781641,52418.37106623338,83873.27163875964,24.17200038914115,33.95935284921459,563.415279294659,31454.90057252626,9.78735246007344
WA-502,753.0,1283.0,49615.0,78582.0,24.38979210017721,41.02013135498159,530.0,28967.0,16.630339254804376
WA-503,977.0000000000001,1806.0,59105.0,99564.0,24.1453314391077,32.17362391560621,828.9999999999999,40459.0,8.028292476498507
WA-504,1085.0,1949.0,68338.0,111246.0,27.166713460374954,15.303519809556198,864.0,42908.0,-11.863193650818756
WA-507,720.0,1109.0,44256.0,70656.0,,,389.0,26400.0,
WA-508,915.6205180797766,1739.4075011562213,58551.54555928327,97203.00103650634,22.24567954008148,29.791762991913043,823.7869830764447,38651.45547722306,7.546083451831564
WI-500,709.2767516137178,1020.0582791551643,54674.31927889699,80119.37332549454,8.850724387023732,7.83061602069181,310.7815275414465,25445.05404659755,-1.0201083663319217
WI-501,786.0,1101.0,43599.0,64435.0,14.98996133176176,9.264047331430977,315.0,20836.0,-5.725914000330784
WI-502,751.0,1080.0,54900.0,78096.0,12.367028782848317,11.648612173056298,329.0,23196.0,-0.718416609792019
WI-503,877.0,1398.0,61790.0,89975.0,14.2409900583958,14.2409900583958,521.0,28185.0,0.0
WV-500,533.8820810961931,771.989135318685,39875.34863683214,57993.107939688125,7.997407736802553,8.893668948685598,238.1070542224919,18117.759302855986,0.8962612118830444
WV-501,600.6365900673583,920.6676470363552,37035.65798878083,56720.04339090777,19.875235746409402,20.16538517336428,320.03105696899695,19684.385402126936,0.2901494269548799
WV-503,633.7720958902654,902.882502142245,47037.26884558295,64125.71119870513,14.907348677868677,12.004715882418287,269.1104062519796,17088.442353122184,-2.9026327954503905
WV-508,588.3929752756301,864.9337925314658,39996.4952249607,60553.15036016952,12.490966632609833,8.075518951381794,276.5408172558357,20556.65513520882,-4.41544768122804
WY-500,744.5994495409584,1010.2087562264229,57397.67144453743,76890.41852379047,31.096223343950303,8.593054547886984,265.6093066854645,19492.747079253044,-22.50316879606332
