cycle_or_week,period_label,year,geography,geo_type,eviction_risk_share,behind_on_rent_share
wk55,2023 Week 55,2023,Chicago Metro Area,metro,0.15957,0.113291
wk55,2023 Week 55,2023,DC,state,0.502437,0.13064
wk55,2023 Week 55,2023,DE,state,0.575547,0.042092
wk55,2023 Week 55,2023,Dallas Metro Area,metro,0.330406,0.177477
wk55,2023 Week 55,2023,Detroit Metro Area,metro,0.700204,0.171072
wk55,2023 Week 55,2023,FL,state,0.263263,0.113127
wk55,2023 Week 55,2023,GA,state,0.487399,0.137967
wk55,2023 Week 55,2023,HI,state,0.109396,0.123643
wk55,2023 Week 55,2023,Houston Metro Area,metro,0.507474,0.064118
wk55,2023 Week 55,2023,IA,state,0.326411,0.08634
wk55,2023 Week 55,2023,ID,state,0.265985,0.047225
wk55,2023 Week 55,2023,IL,state,0.140253,0.128885
wk55,2023 Week 55,2023,IN,state,0.555821,0.093791
wk55,2023 Week 55,2023,KS,state,0.450533,0.0939
wk55,2023 Week 55,2023,KY,state,0.648906,0.130481
wk55,2023 Week 55,2023,LA,state,0.360327,0.159005
wk55,2023 Week 55,2023,Los Angeles Metro Area,metro,0.275466,0.136406
wk55,2023 Week 55,2023,MA,state,0.349078,0.116444
wk55,2023 Week 55,2023,MD,state,0.460441,0.141696
wk55,2023 Week 55,2023,ME,state,0.53296,0.069975
wk55,2023 Week 55,2023,MI,state,0.622749,0.119981
wk55,2023 Week 55,2023,MN,state,,0.119403
wk55,2023 Week 55,2023,MO,state,0.614822,0.069603
wk55,2023 Week 55,2023,MS,state,0.405641,0.117131
wk55,2023 Week 55,2023,MT,state,0.363523,0.04621
wk55,2023 Week 55,2023,Miami Metro Area,metro,0.266525,0.09934
wk55,2023 Week 55,2023,NC,state,0.19343,0.10283
wk55,2023 Week 55,2023,ND,state,,0.125934
wk55,2023 Week 55,2023,NE,state,0.214314,0.068183
wk55,2023 Week 55,2023,NH,state,0.542355,0.086295
wk55,2023 Week 55,2023,NJ,state,0.249626,0.179092
wk55,2023 Week 55,2023,NM,state,0.510396,0.090097
wk55,2023 Week 55,2023,NV,state,0.426622,0.063612
wk55,2023 Week 55,2023,NY,state,0.216893,0.155717
wk55,2023 Week 55,2023,New York Metro Area,metro,0.24544,0.198924
wk55,2023 Week 55,2023,OH,state,0.450056,0.091038
wk55,2023 Week 55,2023,OK,state,0.214653,0.110383
wk55,2023 Week 55,2023,OR,state,0.53671,0.054409
wk55,2023 Week 55,2023,PA,state,0.283142,0.109496
wk55,2023 Week 55,2023,Philadelphia Metro Area,metro,0.265052,0.176936
wk55,2023 Week 55,2023,Phoenix Metro Area,metro,0.563263,0.128322
wk55,2023 Week 55,2023,RI,state,0.413522,0.114453
wk55,2023 Week 55,2023,Riverside Metro Area,metro,0.389454,0.077775
wk55,2023 Week 55,2023,SC,state,0.315152,0.131457
wk55,2023 Week 55,2023,SD,state,0.128375,0.082394
wk55,2023 Week 55,2023,San Francisco Metro Area,metro,0.2967,0.154729
wk55,2023 Week 55,2023,Seattle Metro Area,metro,0.222688,0.088866
wk55,2023 Week 55,2023,TN,state,0.605148,0.113885
wk55,2023 Week 55,2023,TX,state,0.484757,0.137022
wk55,2023 Week 55,2023,US,US,0.349658,0.114701
wk55,2023 Week 55,2023,UT,state,0.327394,0.078507
wk55,2023 Week 55,2023,VA,state,0.43705,0.066013
wk55,2023 Week 55,2023,VT,state,,0.090275
wk55,2023 Week 55,2023,WA,state,0.348593,0.100377
wk55,2023 Week 55,2023,WI,state,0.376729,0.099692
wk55,2023 Week 55,2023,WV,state,0.358201,0.032059
wk55,2023 Week 55,2023,WY,state,0.455332,0.147624
wk55,2023 Week 55,2023,Washington DC Metro Area,metro,0.293297,0.07222
wk56,2023 Week 56,2023,AK,state,0.124291,0.085544
wk56,2023 Week 56,2023,AL,state,0.531824,0.098836
wk56,2023 Week 56,2023,AR,state,0.573801,0.171539
wk56,2023 Week 56,2023,AZ,state,0.525544,0.100762
wk56,2023 Week 56,2023,Atlanta Metro Area,metro,0.625542,0.099075
wk56,2023 Week 56,2023,Boston Metro Area,metro,0.226156,0.089584
wk56,2023 Week 56,2023,CA,state,0.300415,0.165578
wk56,2023 Week 56,2023,CO,state,0.519149,0.093513
wk56,2023 Week 56,2023,CT,state,0.406057,0.078512
wk56,2023 Week 56,2023,Chicago Metro Area,metro,0.314267,0.138004
wk56,2023 Week 56,2023,DC,state,0.437077,0.093862
wk56,2023 Week 56,2023,DE,state,0.38285,0.116806
wk56,2023 Week 56,2023,Dallas Metro Area,metro,0.318143,0.09874
wk56,2023 Week 56,2023,Detroit Metro Area,metro,0.440703,0.098176
wk56,2023 Week 56,2023,FL,state,0.395622,0.120493
wk56,2023 Week 56,2023,GA,state,0.387111,0.114822
wk56,2023 Week 56,2023,HI,state,0.387074,0.113626
wk56,2023 Week 56,2023,Houston Metro Area,metro,0.416028,0.200111
wk56,2023 Week 56,2023,IA,state,0.333592,0.173317
wk56,2023 Week 56,2023,ID,state,0.471596,0.074998
wk56,2023 Week 56,2023,IL,state,0.346301,0.130759
wk56,2023 Week 56,2023,IN,state,0.470699,0.092793
wk56,2023 Week 56,2023,KS,state,,0.037775
wk56,2023 Week 56,2023,KY,state,0.392866,0.071466
wk56,2023 Week 56,2023,LA,state,0.336472,0.142435
wk56,2023 Week 56,2023,Los Angeles Metro Area,metro,0.51361,0.153037
wk56,2023 Week 56,2023,MA,state,0.481637,0.11514
wk56,2023 Week 56,2023,MD,state,0.543313,0.137818
wk56,2023 Week 56,2023,ME,state,0.135515,0.134216
wk56,2023 Week 56,2023,MI,state,0.218238,0.120164
wk56,2023 Week 56,2023,MN,state,0.133236,0.133764
wk56,2023 Week 56,2023,MO,state,0.594069,0.076987
wk56,2023 Week 56,2023,MS,state,0.280953,0.130998
wk56,2023 Week 56,2023,MT,state,0.356532,0.063487
wk56,2023 Week 56,2023,Miami Metro Area,metro,0.311226,0.134397
wk56,2023 Week 56,2023,NC,state,0.149695,0.065205
wk56,2023 Week 56,2023,ND,state,0.307161,0.080228
wk56,2023 Week 56,2023,NE,state,,0.043785
wk56,2023 Week 56,2023,NH,state,,0.077705
wk56,2023 Week 56,2023,NJ,state,0.411474,0.15758
wk56,2023 Week 56,2023,NM,state,0.432005,0.06853
wk56,2023 Week 56,2023,NV,state,0.431717,0.072171
wk56,2023 Week 56,2023,NY,state,0.307334,0.223179
wk56,2023 Week 56,2023,New York Metro Area,metro,0.311373,0.245488
wk56,2023 Week 56,2023,OH,state,0.457833,0.126408
wk56,2023 Week 56,2023,OK,state,0.588157,0.045745
wk56,2023 Week 56,2023,OR,state,0.531118,0.060934
wk56,2023 Week 56,2023,PA,state,0.426666,0.08826
wk56,2023 Week 56,2023,Philadelphia Metro Area,metro,0.559839,0.112774
wk56,2023 Week 56,2023,Phoenix Metro Area,metro,0.629879,0.112165
wk56,2023 Week 56,2023,RI,state,0.906086,0.090651
wk56,2023 Week 56,2023,Riverside Metro Area,metro,0.256397,0.089964
wk56,2023 Week 56,2023,SC,state,0.310922,0.048182
wk56,2023 Week 56,2023,SD,state,0.299552,0.066028
wk56,2023 Week 56,2023,San Francisco Metro Area,metro,0.101287,0.160183
wk56,2023 Week 56,2023,Seattle Metro Area,metro,0.371297,0.110011
wk56,2023 Week 56,2023,TN,state,0.3724,0.126465
wk56,2023 Week 56,2023,TX,state,0.379513,0.109197
wk56,2023 Week 56,2023,US,US,0.358619,0.122631
wk56,2023 Week 56,2023,UT,state,,0.03391
wk56,2023 Week 56,2023,VA,state,0.448658,0.08913
wk56,2023 Week 56,2023,VT,state,,0.130287
wk56,2023 Week 56,2023,WA,state,0.350934,0.087306
wk56,2023 Week 56,2023,WI,state,0.11941,0.089639
wk56,2023 Week 56,2023,WV,state,0.226398,0.081649
wk56,2023 Week 56,2023,WY,state,0.483716,0.085939
wk56,2023 Week 56,2023,Washington DC Metro Area,metro,0.350999,0.111624
wk57,2023 Week 57,2023,AK,state,0.417321,0.089572
wk57,2023 Week 57,2023,AL,state,0.468121,0.1025
wk57,2023 Week 57,2023,AR,state,0.433326,0.142368
wk57,2023 Week 57,2023,AZ,state,0.466437,0.098847
wk57,2023 Week 57,2023,Atlanta Metro Area,metro,0.536873,0.138602
wk57,2023 Week 57,2023,Boston Metro Area,metro,,0.101679
wk57,2023 Week 57,2023,CA,state,0.211285,0.165946
wk57,2023 Week 57,2023,CO,state,0.338124,0.099211
wk57,2023 Week 57,2023,CT,state,0.415829,0.171251
wk57,2023 Week 57,2023,Chicago Metro Area,metro,0.276265,0.115417
wk57,2023 Week 57,2023,DC,state,0.113809,0.199104
wk57,2023 Week 57,2023,DE,state,,0.150606
wk57,2023 Week 57,2023,Dallas Metro Area,metro,0.312017,0.11398
wk57,2023 Week 57,2023,Detroit Metro Area,metro,0.394658,0.112954
wk57,2023 Week 57,2023,FL,state,0.63568,0.161091
wk57,2023 Week 57,2023,GA,state,0.400757,0.134631
wk57,2023 Week 57,2023,HI,state,,0.087952
wk57,2023 Week 57,2023,Houston Metro Area,metro,0.216836,0.161558
wk57,2023 Week 57,2023,IA,state,,0.094929
wk57,2023 Week 57,2023,ID,state,,0.064893
wk57,2023 Week 57,2023,IL,state,0.388844,0.153234
wk57,2023 Week 57,2023,IN,state,0.713937,0.081217
wk57,2023 Week 57,2023,KS,state,0.321555,0.099078
wk57,2023 Week 57,2023,KY,state,0.063841,0.072555
wk57,2023 Week 57,2023,LA,state,0.476396,0.123038
wk57,2023 Week 57,2023,Los Angeles Metro Area,metro,0.359824,0.136716
wk57,2023 Week 57,2023,MA,state,,0.095632
wk57,2023 Week 57,2023,MD,state,0.463844,0.129619
wk57,2023 Week 57,2023,ME,state,,0.023868
wk57,2023 Week 57,2023,MI,state,0.289116,0.094595
wk57,2023 Week 57,2023,MN,state,0.289966,0.138713
wk57,2023 Week 57,2023,MO,state,,0.048394
wk57,2023 Week 57,2023,MS,state,0.336199,0.133358
wk57,2023 Week 57,2023,MT,state,,0.053588
wk57,2023 Week 57,2023,Miami Metro Area,metro,0.461238,0.104675
wk57,2023 Week 57,2023,NC,state,0.473858,0.074191
wk57,2023 Week 57,2023,ND,state,0.468513,0.108896
wk57,2023 Week 57,2023,NE,state,,0.125543
wk57,2023 Week 57,2023,NH,state,0.318441,0.067838
wk57,2023 Week 57,2023,NJ,state,0.266165,0.170178
wk57,2023 Week 57,2023,NM,state,0.3791,0.164611
wk57,2023 Week 57,2023,NV,state,0.429605,0.116471
wk57,2023 Week 57,2023,NY,state,0.303086,0.168626
wk57,2023 Week 57,2023,New York Metro Area,metro,0.288575,0.190334
wk57,2023 Week 57,2023,OH,state,,0.121553
wk57,2023 Week 57,2023,OK,state,0.33523,0.140252
wk57,2023 Week 57,2023,OR,state,0.256293,0.091956
wk57,2023 Week 57,2023,PA,state,0.538361,0.09846
wk57,2023 Week 57,2023,Philadelphia Metro Area,metro,0.336791,0.112968
wk57,2023 Week 57,2023,Phoenix Metro Area,metro,0.523193,0.075718
wk57,2023 Week 57,2023,RI,state,0.490608,0.190959
wk57,2023 Week 57,2023,Riverside Metro Area,metro,0.101698,0.041511
wk57,2023 Week 57,2023,SC,state,0.452599,0.116861
wk57,2023 Week 57,2023,SD,state,,0.12782
wk57,2023 Week 57,2023,San Francisco Metro Area,metro,0.116346,0.079659
wk57,2023 Week 57,2023,Seattle Metro Area,metro,0.28871,0.049966
wk57,2023 Week 57,2023,TN,state,0.310286,0.175245
wk57,2023 Week 57,2023,TX,state,0.2281,0.12609
wk57,2023 Week 57,2023,US,US,0.332426,0.128963
wk57,2023 Week 57,2023,UT,state,0.695137,0.093123
wk57,2023 Week 57,2023,VA,state,0.465887,0.079764
wk57,2023 Week 57,2023,VT,state,0.276106,0.09585
wk57,2023 Week 57,2023,WA,state,0.247662,0.080177
wk57,2023 Week 57,2023,WI,state,,0.079186
wk57,2023 Week 57,2023,WV,state,0.274666,0.109121
wk57,2023 Week 57,2023,WY,state,,0.032776
wk57,2023 Week 57,2023,Washington DC Metro Area,metro,0.335848,0.132127
wk58,2023 Week 58,2023,AK,state,0.408027,0.159651
wk58,2023 Week 58,2023,AL,state,0.784039,0.14612
wk58,2023 Week 58,2023,AR,state,0.188335,0.09727
wk58,2023 Week 58,2023,AZ,state,0.464906,0.076366
wk58,2023 Week 58,2023,Atlanta Metro Area,metro,0.292509,0.140359
wk58,2023 Week 58,2023,Boston Metro Area,metro,0.242192,0.117187
wk58,2023 Week 58,2023,CA,state,0.422029,0.106063
wk58,2023 Week 58,2023,CO,state,0.258351,0.071127
wk58,2023 Week 58,2023,CT,state,0.367122,0.193083
wk58,2023 Week 58,2023,Chicago Metro Area,metro,0.342895,0.100941
wk58,2023 Week 58,2023,DC,state,0.735583,0.137706
wk58,2023 Week 58,2023,DE,state,0.446189,0.100497
wk58,2023 Week 58,2023,Dallas Metro Area,metro,0.372522,0.114691
wk58,2023 Week 58,2023,Detroit Metro Area,metro,0.290121,0.088442
wk58,2023 Week 58,2023,FL,state,0.263745,0.097324
wk58,2023 Week 58,2023,GA,state,0.234935,0.130189
wk58,2023 Week 58,2023,HI,state,,0.05539
wk58,2023 Week 58,2023,Houston Metro Area,metro,0.299567,0.062923
wk58,2023 Week 58,2023,IA,state,0.259052,0.105904
wk58,2023 Week 58,2023,ID,state,0.554696,0.122263
wk58,2023 Week 58,2023,IL,state,0.256156,0.101271
wk58,2023 Week 58,2023,IN,state,0.41874,0.161541
wk58,2023 Week 58,2023,KS,state,0.672004,0.084712
wk58,2023 Week 58,2023,KY,state,0.157364,0.110567
wk58,2023 Week 58,2023,LA,state,0.375109,0.074905
wk58,2023 Week 58,2023,Los Angeles Metro Area,metro,0.408327,0.153323
wk58,2023 Week 58,2023,MA,state,0.167083,0.15078
wk58,2023 Week 58,2023,MD,state,0.320519,0.168216
wk58,2023 Week 58,2023,ME,state,,0.073482
wk58,2023 Week 58,2023,MI,state,0.333563,0.080226
wk58,2023 Week 58,2023,MN,state,0.258914,0.130179
wk58,2023 Week 58,2023,MO,state,0.474203,0.116366
wk58,2023 Week 58,2023,MS,state,0.455415,0.116297
wk58,2023 Week 58,2023,MT,state,0.284989,0.106832
wk58,2023 Week 58,2023,Miami Metro Area,metro,0.355095,0.101161
wk58,2023 Week 58,2023,NC,state,0.367302,0.120421
wk58,2023 Week 58,2023,ND,state,,0.036524
wk58,2023 Week 58,2023,NE,state,0.113563,0.071449
wk58,2023 Week 58,2023,NH,state,0.554932,0.072987
wk58,2023 Week 58,2023,NJ,state,0.236695,0.118316
wk58,2023 Week 58,2023,NM,state,0.564574,0.069607
wk58,2023 Week 58,2023,NV,state,0.237147,0.056769
wk58,2023 Week 58,2023,NY,state,0.252338,0.130916
wk58,2023 Week 58,2023,New York Metro Area,metro,0.228164,0.125181
wk58,2023 Week 58,2023,OH,state,0.40516,0.132407
wk58,2023 Week 58,2023,OK,state,0.470591,0.114406
wk58,2023 Week 58,2023,OR,state,0.325067,0.05965
wk58,2023 Week 58,2023,PA,state,0.192542,0.102851
wk58,2023 Week 58,2023,Philadelphia Metro Area,metro,0.191806,0.114707
wk58,2023 Week 58,2023,Phoenix Metro Area,metro,0.515104,0.082748
wk58,2023 Week 58,2023,RI,state,0.528934,0.09303
wk58,2023 Week 58,2023,Riverside Metro Area,metro,0.15986,0.050967
wk58,2023 Week 58,2023,SC,state,0.367883,0.094528
wk58,2023 Week 58,2023,SD,state,,0.077865
wk58,2023 Week 58,2023,San Francisco Metro Area,metro,0.249687,0.085437
wk58,2023 Week 58,2023,Seattle Metro Area,metro,0.244215,0.082755
wk58,2023 Week 58,2023,TN,state,0.34364,0.134719
wk58,2023 Week 58,2023,TX,state,0.420417,0.091005
wk58,2023 Week 58,2023,US,US,0.338353,0.106197
wk58,2023 Week 58,2023,UT,state,0.191156,0.086019
wk58,2023 Week 58,2023,VA,state,0.216415,0.082944
wk58,2023 Week 58,2023,VT,state,0.381881,0.140942
wk58,2023 Week 58,2023,WA,state,0.221201,0.058767
wk58,2023 Week 58,2023,WI,state,,0.068718
wk58,2023 Week 58,2023,WV,state,0.497411,0.114436
wk58,2023 Week 58,2023,WY,state,,0.033776
wk58,2023 Week 58,2023,Washington DC Metro Area,metro,0.451254,0.126762
wk59,2023 Week 59,2023,AK,state,,0.128568
wk59,2023 Week 59,2023,AL,state,0.467935,0.173163
wk59,2023 Week 59,2023,AR,state,0.320542,0.128972
wk59,2023 Week 59,2023,AZ,state,0.663827,0.090081
wk59,2023 Week 59,2023,Atlanta Metro Area,metro,0.773875,0.132096
wk59,2023 Week 59,2023,Boston Metro Area,metro,0.15961,0.091825
wk59,2023 Week 59,2023,CA,state,0.438948,0.111388
wk59,2023 Week 59,2023,CO,state,0.598012,0.104784
wk59,2023 Week 59,2023,CT,state,0.443721,0.130631
wk59,2023 Week 59,2023,Chicago Metro Area,metro,0.317758,0.110169
wk59,2023 Week 59,2023,DC,state,0.350991,0.172354
wk59,2023 Week 59,2023,DE,state,0.615077,0.20865
wk59,2023 Week 59,2023,Dallas Metro Area,metro,0.254447,0.122499
wk59,2023 Week 59,2023,Detroit Metro Area,metro,0.281898,0.187742
wk59,2023 Week 59,2023,FL,state,0.509428,0.134644
wk59,2023 Week 59,2023,GA,state,0.623614,0.141138
wk59,2023 Week 59,2023,HI,state,,0.049018
wk59,2023 Week 59,2023,Houston Metro Area,metro,0.216005,0.159297
wk59,2023 Week 59,2023,IA,state,0.313396,0.138092
wk59,2023 Week 59,2023,ID,state,0.228631,0.037906
wk59,2023 Week 59,2023,IL,state,0.270269,0.096482
wk59,2023 Week 59,2023,IN,state,0.343676,0.128244
wk59,2023 Week 59,2023,KS,state,0.340424,0.118314
wk59,2023 Week 59,2023,KY,state,0.449801,0.117882
wk59,2023 Week 59,2023,LA,state,0.139583,0.135136
wk59,2023 Week 59,2023,Los Angeles Metro Area,metro,0.540557,0.15285
wk59,2023 Week 59,2023,MA,state,0.245053,0.102866
wk59,2023 Week 59,2023,MD,state,0.487118,0.157155
wk59,2023 Week 59,2023,ME,state,0.371107,0.140547
wk59,2023 Week 59,2023,MI,state,0.271018,0.164952
wk59,2023 Week 59,2023,MN,state,0.28816,0.098293
wk59,2023 Week 59,2023,MO,state,0.228947,0.194266
wk59,2023 Week 59,2023,MS,state,0.669605,0.314833
wk59,2023 Week 59,2023,MT,state,,0.014678
wk59,2023 Week 59,2023,Miami Metro Area,metro,0.470496,0.207793
wk59,2023 Week 59,2023,NC,state,0.670005,0.131083
wk59,2023 Week 59,2023,ND,state,,0.039831
wk59,2023 Week 59,2023,NE,state,0.506325,0.101874
wk59,2023 Week 59,2023,NH,state,,0.141303
wk59,2023 Week 59,2023,NJ,state,0.557961,0.123835
wk59,2023 Week 59,2023,NM,state,0.780911,0.228872
wk59,2023 Week 59,2023,NV,state,0.39221,0.091207
wk59,2023 Week 59,2023,NY,state,0.321052,0.179858
wk59,2023 Week 59,2023,New York Metro Area,metro,0.390547,0.192822
wk59,2023 Week 59,2023,OH,state,0.588894,0.077421
wk59,2023 Week 59,2023,OK,state,0.36903,0.068599
wk59,2023 Week 59,2023,OR,state,0.312582,0.078786
wk59,2023 Week 59,2023,PA,state,0.629821,0.220963
wk59,2023 Week 59,2023,Philadelphia Metro Area,metro,0.564808,0.173487
wk59,2023 Week 59,2023,Phoenix Metro Area,metro,,0.087886
wk59,2023 Week 59,2023,RI,state,0.334272,0.074225
wk59,2023 Week 59,2023,Riverside Metro Area,metro,0.564334,0.055215
wk59,2023 Week 59,2023,SC,state,0.447792,0.109835
wk59,2023 Week 59,2023,SD,state,,0.055533
wk59,2023 Week 59,2023,San Francisco Metro Area,metro,0.122325,0.134675
wk59,2023 Week 59,2023,Seattle Metro Area,metro,0.590814,0.072275
wk59,2023 Week 59,2023,TN,state,0.583605,0.141618
wk59,2023 Week 59,2023,TX,state,0.261637,0.13125
wk59,2023 Week 59,2023,US,US,0.424065,0.125878
wk59,2023 Week 59,2023,UT,state,,0.092056
wk59,2023 Week 59,2023,VA,state,0.315058,0.097286
wk59,2023 Week 59,2023,VT,state,0.450697,0.055913
wk59,2023 Week 59,2023,WA,state,0.617378,0.067978
wk59,2023 Week 59,2023,WI,state,,0.037831
wk59,2023 Week 59,2023,WV,state,,0.180149
wk59,2023 Week 59,2023,WY,state,,0.070697
wk59,2023 Week 59,2023,Washington DC Metro Area,metro,0.361048,0.110533
wk60,2023 Week 60,2023,AK,state,0.438009,0.122733
wk60,2023 Week 60,2023,AL,state,0.409274,0.10127
wk60,2023 Week 60,2023,AR,state,0.215882,0.172537
wk60,2023 Week 60,2023,AZ,state,0.336004,0.11245
wk60,2023 Week 60,2023,Atlanta Metro Area,metro,0.567314,0.19486
wk60,2023 Week 60,2023,Boston Metro Area,metro,0.312945,0.110213
wk60,2023 Week 60,2023,CA,state,0.308191,0.093602
wk60,2023 Week 60,2023,CO,state,0.367896,0.097378
wk60,2023 Week 60,2023,CT,state,0.385977,0.117933
wk60,2023 Week 60,2023,Chicago Metro Area,metro,0.288148,0.09712
wk60,2023 Week 60,2023,DC,state,0.432755,0.131794
wk60,2023 Week 60,2023,DE,state,0.290605,0.186633
wk60,2023 Week 60,2023,Dallas Metro Area,metro,0.234247,0.151122
wk60,2023 Week 60,2023,Detroit Metro Area,metro,0.386409,0.096339
wk60,2023 Week 60,2023,FL,state,0.291393,0.119725
wk60,2023 Week 60,2023,GA,state,0.497221,0.172261
wk60,2023 Week 60,2023,HI,state,0.384081,0.122542
wk60,2023 Week 60,2023,Houston Metro Area,metro,0.774654,0.105092
wk60,2023 Week 60,2023,IA,state,0.464367,0.12704
wk60,2023 Week 60,2023,ID,state,0.127803,0.087583
wk60,2023 Week 60,2023,IL,state,0.293096,0.125218
wk60,2023 Week 60,2023,IN,state,0.105115,0.135603
wk60,2023 Week 60,2023,KS,state,0.412059,0.057134
wk60,2023 Week 60,2023,KY,state,0.225745,0.131495
wk60,2023 Week 60,2023,LA,state,0.173302,0.061056
wk60,2023 Week 60,2023,Los Angeles Metro Area,metro,0.456295,0.111053
wk60,2023 Week 60,2023,MA,state,0.193554,0.099291
wk60,2023 Week 60,2023,MD,state,0.493505,0.12955
wk60,2023 Week 60,2023,ME,state,0.313088,0.07989
wk60,2023 Week 60,2023,MI,state,0.5275,0.088962
wk60,2023 Week 60,2023,MN,state,,0.092084
wk60,2023 Week 60,2023,MO,state,0.625769,0.090092
wk60,2023 Week 60,2023,MS,state,0.720677,0.072322
wk60,2023 Week 60,2023,MT,state,,0.061885
wk60,2023 Week 60,2023,Miami Metro Area,metro,0.230376,0.132867
wk60,2023 Week 60,2023,NC,state,0.279738,0.179493
wk60,2023 Week 60,2023,ND,state,,0.128708
wk60,2023 Week 60,2023,NE,state,,0.102951
wk60,2023 Week 60,2023,NH,state,0.805413,0.089391
wk60,2023 Week 60,2023,NJ,state,0.338392,0.128656
wk60,2023 Week 60,2023,NM,state,0.362988,0.056896
wk60,2023 Week 60,2023,NV,state,0.44923,0.058811
wk60,2023 Week 60,2023,NY,state,0.324959,0.227481
wk60,2023 Week 60,2023,New York Metro Area,metro,0.3232,0.246523
wk60,2023 Week 60,2023,OH,state,0.456046,0.090085
wk60,2023 Week 60,2023,OK,state,0.391519,0.168878
wk60,2023 Week 60,2023,OR,state,0.294362,0.051894
wk60,2023 Week 60,2023,PA,state,0.287141,0.133767
wk60,2023 Week 60,2023,Philadelphia Metro Area,metro,0.268746,0.141183
wk60,2023 Week 60,2023,Phoenix Metro Area,metro,0.439921,0.117854
wk60,2023 Week 60,2023,RI,state,0.153713,0.104664
wk60,2023 Week 60,2023,Riverside Metro Area,metro,0.415503,0.074584
wk60,2023 Week 60,2023,SC,state,0.360137,0.129845
wk60,2023 Week 60,2023,SD,state,0.370762,0.094027
wk60,2023 Week 60,2023,San Francisco Metro Area,metro,0.359981,0.072465
wk60,2023 Week 60,2023,Seattle Metro Area,metro,0.298751,0.070189
wk60,2023 Week 60,2023,TN,state,,0.069061
wk60,2023 Week 60,2023,TX,state,0.377936,0.136671
wk60,2023 Week 60,2023,US,US,0.334031,0.11912
wk60,2023 Week 60,2023,UT,state,0.465677,0.058824
wk60,2023 Week 60,2023,VA,state,,0.105747
wk60,2023 Week 60,2023,VT,state,0.444421,0.048695
wk60,2023 Week 60,2023,WA,state,0.350819,0.093178
wk60,2023 Week 60,2023,WI,state,0.377085,0.060729
wk60,2023 Week 60,2023,WV,state,0.447043,0.043143
wk60,2023 Week 60,2023,WY,state,,0.111682
wk60,2023 Week 60,2023,Washington DC Metro Area,metro,0.402258,0.077629
wk61,2023 Week 61,2023,AK,state,0.487486,0.111982
wk61,2023 Week 61,2023,AL,state,0.232415,0.186097
wk61,2023 Week 61,2023,AR,state,0.235892,0.113933
wk61,2023 Week 61,2023,AZ,state,0.441162,0.089781
wk61,2023 Week 61,2023,Atlanta Metro Area,metro,0.672092,0.079609
wk61,2023 Week 61,2023,Boston Metro Area,metro,0.324937,0.100566
wk61,2023 Week 61,2023,CA,state,0.227049,0.093081
wk61,2023 Week 61,2023,CO,state,0.584545,0.084995
wk61,2023 Week 61,2023,CT,state,0.41659,0.152441
wk61,2023 Week 61,2023,Chicago Metro Area,metro,0.329913,0.116919
wk61,2023 Week 61,2023,DC,state,0.419277,0.141905
wk61,2023 Week 61,2023,DE,state,0.209612,0.080619
wk61,2023 Week 61,2023,Dallas Metro Area,metro,0.437116,0.26658
wk61,2023 Week 61,2023,Detroit Metro Area,metro,0.258936,0.104111
wk61,2023 Week 61,2023,FL,state,0.482178,0.128319
wk61,2023 Week 61,2023,GA,state,0.680456,0.152661
wk61,2023 Week 61,2023,HI,state,0.322385,0.054197
wk61,2023 Week 61,2023,Houston Metro Area,metro,0.689166,0.135674
wk61,2023 Week 61,2023,IA,state,0.256462,0.145984
wk61,2023 Week 61,2023,ID,state,0.098617,0.112327
wk61,2023 Week 61,2023,IL,state,0.340797,0.090588
wk61,2023 Week 61,2023,IN,state,0.385719,0.130984
wk61,2023 Week 61,2023,KS,state,0.502012,0.067783
wk61,2023 Week 61,2023,KY,state,0.632964,0.054522
wk61,2023 Week 61,2023,LA,state,0.252849,0.116336
wk61,2023 Week 61,2023,Los Angeles Metro Area,metro,0.19882,0.142894
wk61,2023 Week 61,2023,MA,state,0.342138,0.12999
wk61,2023 Week 61,2023,MD,state,0.454721,0.134645
wk61,2023 Week 61,2023,ME,state,0.367708,0.094199
wk61,2023 Week 61,2023,MI,state,0.520537,0.10713
wk61,2023 Week 61,2023,MN,state,0.192252,0.108518
wk61,2023 Week 61,2023,MO,state,0.223462,0.129928
wk61,2023 Week 61,2023,MS,state,0.384841,0.139643
wk61,2023 Week 61,2023,MT,state,0.37805,0.13356
wk61,2023 Week 61,2023,Miami Metro Area,metro,0.546564,0.155196
wk61,2023 Week 61,2023,NC,state,0.309544,0.081414
wk61,2023 Week 61,2023,ND,state,0.222112,0.062543
wk61,2023 Week 61,2023,NE,state,0.407482,0.086197
wk61,2023 Week 61,2023,NH,state,0.453383,0.096327
wk61,2023 Week 61,2023,NJ,state,0.109271,0.108457
wk61,2023 Week 61,2023,NM,state,0.362098,0.120081
wk61,2023 Week 61,2023,NV,state,0.86225,0.058331
wk61,2023 Week 61,2023,NY,state,0.285426,0.197264
wk61,2023 Week 61,2023,New York Metro Area,metro,0.170571,0.165732
wk61,2023 Week 61,2023,OH,state,0.389412,0.105262
wk61,2023 Week 61,2023,OK,state,0.516582,0.079624
wk61,2023 Week 61,2023,OR,state,0.412265,0.060319
wk61,2023 Week 61,2023,PA,state,0.483769,0.119949
wk61,2023 Week 61,2023,Philadelphia Metro Area,metro,0.395169,0.123884
wk61,2023 Week 61,2023,Phoenix Metro Area,metro,0.426816,0.081201
wk61,2023 Week 61,2023,RI,state,,0.113294
