nba_api_id,mpg_prior,mpg_prior_adj,latest_age
1629656,25.611145131659523,25.611145131659523,23.0
1629657,7.580645161290323,7.580645161290323,23.0
1629658,28.471177944862152,28.471177944862152,23.0
1629659,21.604029304029304,21.604029304029304,22.0
1629660,18.541017316017314,18.541017316017314,25.0
1629661,27.653408878702997,27.653408878702997,27.0
1629662,7.17948717948718,7.17948717948718,23.0
1629667,21.598474409751006,21.598474409751006,25.0
1629669,18.081313617258317,18.081313617258317,23.0
1629670,19.023093755895115,19.023093755895115,24.0
1629671,9.61111111111111,9.61111111111111,23.0
1629672,14.26293103448276,14.26293103448276,25.0
1629673,28.479133630345594,28.479133630345594,24.0
1629675,17.769933427916623,17.769933427916623,23.0
1629676,15.805263744842199,15.805263744842199,25.0
1629677,9.333333333333334,9.333333333333334,21.0
1629678,12.240161213845425,12.240161213845425,26.0
1629680,19.84050942127401,19.84050942127401,26.0
1629681,12.805555555555555,12.805555555555555,24.0
1629682,9.153846153846153,9.153846153846153,23.0
1629684,24.329870651751303,24.329870651751303,24.0
1629685,11.636129032258063,11.636129032258063,25.0
1629717,18.183559168925022,18.183559168925022,24.0
1629723,18.894425987449242,18.894425987449242,27.0
1629726,15.747418091168093,15.747418091168093,26.0
1629731,19.822910982574847,19.822910982574847,26.0
1629740,12.554252671643974,11.754252671643973,30.0
1629744,10.088888888888889,10.088888888888889,27.0
1629750,16.512429643527206,16.112429643527207,29.0
1629833,11.258064516129032,11.258064516129032,26.0
1630162,34.926712879244526,34.926712879244526,21.0
1630163,33.468496732026146,33.468496732026146,21.0
1630164,19.172358410819946,19.172358410819946,22.0
1630165,27.006677532993326,27.006677532993326,21.0
1630166,25.42625873627157,25.42625873627157,22.0
1630167,15.418437765091593,15.418437765091593,25.0
1630168,20.82904761904762,20.82904761904762,22.0
1630169,34.14848010800436,34.14848010800436,23.0
1630170,27.94223404945804,27.94223404945804,22.0
1630171,25.50959488272921,25.50959488272921,22.0
1630172,27.270529922721405,27.270529922721405,21.0
1630173,20.33200848107652,20.33200848107652,23.0
1630174,19.446750093265877,19.446750093265877,23.0
1630175,27.700802743355933,27.700802743355933,23.0
1630177,20.085436132494955,20.085436132494955,22.0
1630178,31.487275565964094,31.487275565964094,22.0
1630180,27.98964440437611,27.98964440437611,24.0
1630181,17.011768192113664,17.011768192113664,22.0
1630182,20.71788311191296,20.71788311191296,22.0
1630183,28.268308504836536,28.268308504836536,22.0
1630184,11.822486772486773,11.822486772486773,22.0
1630185,12.133333333333333,12.133333333333333,20.0
1630188,18.71790521851374,18.71790521851374,23.0
1630190,13.345959595959595,13.345959595959595,24.0
1630191,26.524569771570604,26.524569771570604,22.0
1630192,14.063508238085847,14.063508238085847,22.0
1630193,25.913673517840184,25.913673517840184,24.0
1630194,9.952580727180269,9.952580727180269,24.0
1630195,6.885714285714286,6.885714285714286,21.0
1630197,21.01700570938758,21.01700570938758,21.0
1630198,15.417896303496036,15.417896303496036,23.0
1630200,22.46450213457886,22.46450213457886,23.0
1630201,13.757816450911593,13.757816450911593,25.0
1630202,14.427519663435158,14.427519663435158,25.0
1630205,16.717114695340502,16.717114695340502,25.0
1630208,14.938974358974358,14.938974358974358,25.0
1630209,12.607142857142858,12.607142857142858,24.0
1630210,5.54054054054054,5.54054054054054,22.0
1630214,17.459958553925958,17.459958553925958,24.0
1630215,8.571428571428571,8.571428571428571,21.0
1630217,29.8479044975522,29.8479044975522,25.0
1630219,7.955266955266954,7.955266955266954,24.0
1630221,16.0,16.0,20.0
1630222,11.122596153846153,11.122596153846153,22.0
1630224,33.46137732390678,33.46137732390678,21.0
1630227,14.315058479532164,14.315058479532164,21.0
1630228,19.513503909026298,19.513503909026298,20.0
1630230,20.247077922077924,20.247077922077924,25.0
1630231,25.351751716432176,25.351751716432176,22.0
1630233,7.645508119192329,7.645508119192329,25.0
1630235,11.967701863354037,11.967701863354037,25.0
1630237,18.877688172043012,18.877688172043012,25.0
1630240,15.626356069508244,15.626356069508244,24.0
1630241,7.766666666666667,7.766666666666667,25.0
1630245,26.61753246753247,26.61753246753247,23.0
1630249,23.0,23.0,22.0
1630256,24.179785959048633,24.179785959048633,27.0
1630264,10.257564469428875,9.457564469428874,30.0
1630267,19.45128205128205,18.25128205128205,31.0
1630271,12.930803571428571,12.930803571428571,24.0
1630273,19.6,19.6,24.0
1630284,13.441176470588236,13.441176470588236,26.0
1630288,10.36,10.36,26.0
1630314,26.666666666666668,26.666666666666668,22.0
1630322,14.834146341463414,14.834146341463414,25.0
1630346,9.117647058823529,9.117647058823529,26.0
1630466,21.2,21.2,26.0
1630526,20.014712861888942,20.014712861888942,22.0
1630527,12.482471776589426,12.482471776589426,21.0
1630528,14.196509009009011,14.196509009009011,21.0
1630529,29.685703185703186,29.685703185703186,24.0
1630530,25.30338913842385,25.30338913842385,23.0
1630532,31.990611814345993,31.990611814345993,21.0
1630533,17.344667247893053,17.344667247893053,21.0
1630534,20.491525423728813,20.491525423728813,23.0
1630535,13.333333333333334,13.333333333333334,20.0
1630537,22.33939393939394,22.33939393939394,26.0
1630538,19.239426205264717,19.239426205264717,22.0
1630539,11.956521739130435,11.956521739130435,22.0
1630540,11.016666666666666,11.016666666666666,22.0
1630541,12.536528286528286,12.536528286528286,21.0
1630543,16.03571428571429,16.03571428571429,21.0
1630544,19.365588723051413,19.365588723051413,22.0
1630547,13.36685641998735,13.36685641998735,22.0
1630548,12.88888888888889,12.88888888888889,22.0
1630549,11.753472222222223,11.753472222222223,21.0
1630550,12.008783487044356,12.008783487044356,20.0
1630551,7.805555555555555,7.805555555555555,21.0
1630552,14.885714285714286,14.885714285714286,21.0
1630553,16.289066339066338,16.289066339066338,21.0
1630556,13.965025252525251,13.965025252525251,22.0
1630557,26.65239265239265,26.65239265239265,24.0
1630558,21.285,21.285,24.0
1630559,26.946550546448083,26.946550546448083,25.0
1630560,16.93846556690233,16.93846556690233,21.0
1630561,11.775362318840578,11.775362318840578,23.0
1630563,19.3,19.3,19.0
1630567,34.974435474435474,34.974435474435474,21.0
