,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"tier_prob[1353,1]",0.962749,0.00470034,0.0668792,0.0167793,0.871009,0.982873,0.997281,580.864,456.74,1.00743
"tier_prob[1353,2]",0.0366294,0.00456337,0.0655483,0.0165252,0.00254114,0.0168393,0.126665,580.646,456.74,1.00747
"tier_prob[1353,3]",0.000621096,0.000123697,0.00263215,0.000226642,2.77817e-05,0.00020823,0.0018598,984.899,796.395,1.00354
"tier_prob[1354,1]",0.973517,0.00368933,0.0498196,0.0123034,0.910753,0.987707,0.998322,601.708,412.123,1.00394
"tier_prob[1354,2]",0.0261004,0.00361674,0.049117,0.0120588,0.00161914,0.0120894,0.0873446,598.505,411.938,1.00401
"tier_prob[1354,3]",0.000382366,6.80902e-05,0.00132353,0.000150078,1.78833e-05,0.000140821,0.0013113,948.875,461.255,1.00219
"tier_prob[1355,1]",0.967636,0.00428523,0.0618302,0.0146199,0.888722,0.98609,0.998078,592.663,442.994,1.00662
"tier_prob[1355,2]",0.0317911,0.00416333,0.0606529,0.0143506,0.00175545,0.0135848,0.110485,593.064,442.994,1.00674
"tier_prob[1355,3]",0.000572811,0.00011072,0.00222679,0.000218056,2.42305e-05,0.000201872,0.00181193,996.767,716.11,1.00366
"tier_prob[1356,1]",0.440347,0.00414668,0.117564,0.122345,0.247546,0.441856,0.629349,854.269,718.336,1.00899
"tier_prob[1356,2]",0.18605,0.00366761,0.106424,0.10678,0.0311233,0.172952,0.38077,915.85,589.995,1.00559
"tier_prob[1356,3]",0.373603,0.00205905,0.0799992,0.0811101,0.236703,0.374192,0.506637,1585.48,1457.23,1.00271
"tier_prob[1357,1]",0.559171,0.00415182,0.137854,0.1451,0.316677,0.562369,0.778193,1153.74,1143.16,1.00506
"tier_prob[1357,2]",0.179251,0.00409061,0.118464,0.115728,0.0236565,0.159153,0.401745,860.965,620.48,1.00855
"tier_prob[1357,3]",0.261578,0.00236827,0.0926535,0.0980569,0.118385,0.255063,0.418887,1636.7,1330.49,1.00109
"tier_prob[1358,1]",0.954661,0.00511889,0.0803792,0.0198824,0.809383,0.983418,0.998697,683.653,432.473,1.0071
